sample_rank,repo_name,item_type,number,timeline_events,timeline_comment_events,timeline_review_events,timeline_commit_events,timeline_endpoint_status,review_events,review_endpoint_status,commit_events,commit_endpoint_status,timeline_pages,review_pages,commit_pages,scan_status,error
2,NousResearch/hermes-agent,pull_request,21445,15,0,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,pull_request,45201,6,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,issue,49705,14,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,pull_request,79249,15,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,pull_request,68897,12,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,issue,29654,9,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,issue,79336,10,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
2,NousResearch/hermes-agent,issue,10755,9,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,180734,123,4,5,2,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,174238,28,4,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,173763,14,2,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,178254,192,12,2,10,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,issue,182464,22,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,193877,82,7,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,173797,83,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,187573,96,15,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,189154,39,4,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,190548,74,10,1,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,194756,83,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,187150,15,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,185117,51,13,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,179654,29,7,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,189340,133,7,1,1,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,192711,70,3,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,190801,12,2,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,178586,89,5,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,192676,83,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,172017,26,2,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,48018,31,6,3,9,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46594,44,13,0,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,issue,44593,19,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,issue,42193,51,12,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,47253,23,4,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46363,11,4,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,issue,42296,38,15,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,48682,25,6,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46345,19,5,1,5,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46146,16,4,1,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,45400,7,4,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,41954,15,5,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46018,10,4,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,43030,13,5,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,42382,14,6,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,42671,15,6,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,42067,8,5,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,46367,11,5,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,47499,27,3,5,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
4,supabase/supabase,pull_request,41730,21,6,4,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,3782,9,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4289,15,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4970,17,3,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,issue,4481,5,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4262,17,1,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,issue,1422,0,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,1409,24,4,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,1469,10,2,0,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4838,14,0,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,2236,12,1,1,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4320,8,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4337,15,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,3618,13,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,issue,2472,22,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,5062,13,3,3,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,1108,15,1,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,3867,10,2,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,4001,49,6,7,17,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,pull_request,2095,45,9,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
5,bytedance/deer-flow,issue,1737,6,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,31863,16,5,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,27823,34,5,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,17919,20,1,0,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,27434,9,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,issue,34433,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,issue,31828,0,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,20115,16,2,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,33909,31,8,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,17637,12,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,25116,12,1,0,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,24052,16,0,4,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,35823,12,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,31035,14,4,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,28338,19,1,1,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,18293,9,1,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,24320,27,1,1,7,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,22048,59,11,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,27955,10,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,pull_request,28331,27,7,0,5,ok,0,not_collected,0,not_collected,1,0,0,ok,
6,sgl-project/sglang,issue,21012,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,38873,9,2,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,32760,14,2,3,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,50255,5,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,41325,9,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,32012,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,45293,2,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,53287,5,0,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,38248,7,0,1,5,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,34744,137,9,5,60,ok,0,not_collected,0,not_collected,2,0,0,ok,
7,vllm-project/vllm,issue,35983,9,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,32509,163,22,4,1,ok,0,not_collected,0,not_collected,2,0,0,ok,
7,vllm-project/vllm,pull_request,36486,25,6,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,37518,30,5,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,40190,91,10,7,10,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,53560,30,6,3,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,52796,41,11,2,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,32118,71,7,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,46452,18,2,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,38334,10,1,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,47140,74,7,6,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1154,12,3,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1370,9,4,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,2051,11,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,issue,2173,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1546,6,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,95,6,2,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,2438,12,2,3,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,issue,215,11,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,626,9,4,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,issue,1031,11,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1946,19,3,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1767,16,3,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,270,14,3,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,850,16,3,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,764,15,5,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,1520,19,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,issue,665,6,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,683,37,4,9,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,issue,182,12,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
8,larksuite/cli,pull_request,430,22,3,5,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,issue,1413,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,3631,10,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,1710,17,2,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,626,19,1,1,12,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,1376,10,2,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,3957,7,0,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,3788,7,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,340,14,3,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,issue,855,9,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,4335,5,0,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,3510,7,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,2460,12,2,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,1521,11,3,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,issue,386,15,5,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,402,10,1,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,1852,8,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,71,11,0,4,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,3040,9,0,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,2991,12,0,0,7,ok,0,not_collected,0,not_collected,1,0,0,ok,
9,volcengine/OpenViking,pull_request,1182,16,2,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,23695,9,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,22363,4,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,36780,3,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,34738,24,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,37630,5,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,29795,8,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,15627,13,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,30901,19,1,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,15866,13,2,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,20309,73,11,14,15,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,18189,13,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,28037,19,1,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,32955,2,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,33565,23,13,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,29227,13,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,24581,7,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,13277,36,16,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,38314,5,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,26855,4,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,38097,7,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,17086,2,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,15883,12,1,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,14012,2,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,17585,1,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,16867,1,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,17620,3,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,14221,32,4,5,12,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,15562,10,2,0,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,14795,5,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,17617,14,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,14161,9,7,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,16923,1,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,14634,2,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,13931,4,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,17759,2,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,16046,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,17513,3,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,16715,13,4,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,pull_request,14940,8,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
11,ollama/ollama,issue,14229,2,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,issue,4235,10,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,issue,2946,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,2768,12,2,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,3520,13,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,5001,11,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,778,12,3,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,2559,10,0,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,1131,16,2,1,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,3278,10,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,955,27,1,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,issue,1485,10,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,issue,2469,3,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,4718,18,0,0,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,4443,11,0,2,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,3735,12,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,3862,15,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,4019,10,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,1433,16,0,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,2552,9,1,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
12,langchain-ai/deepagents,pull_request,2835,26,0,1,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,issue,27848,5,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,34961,30,2,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,issue,13950,7,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,25040,39,4,0,29,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,34564,11,2,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,19461,8,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,issue,13318,36,10,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,29684,28,3,0,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,27654,101,18,0,2,ok,0,not_collected,0,not_collected,2,0,0,ok,
13,anomalyco/opencode,issue,37027,3,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,11643,5,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,issue,24227,9,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,pull_request,37483,14,0,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
13,anomalyco/opencode,issue,29748,25,8,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
