study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,html_url,outcome,created_at,closed_at,merged_at,author_login,author_association,opener_class,explicit_ai_assistance_disclosure,known_automation_bot_present,agent_participation_present,coding_agent_present,review_agent_present,support_or_security_agent_present,conventional_automation_present,agent_participation_opened_thread,agent_participation_response_present,agent_review_event_present,human_account_review_event_present,maintainer_account_review_event_present,agent_change_request_present,human_account_change_request_present,agent_gate_event_present,agent_visible_events,identity_candidate_present,human_account_present_any,human_account_present_in_conversation,maintainer_account_present,automation_only_visible_thread,response_only_automation,no_human_account_response,no_maintainer_account_response,visible_response_events,comments,reviews,changes_requested_reviews,review_observed,post_review_commit_observed,change_request_observed,change_request_followed_by_commit,conversation_actor_count,conversation_class_switches,first_visible_response_hours,first_human_account_response_hours,first_maintainer_account_response_hours,commits,commits_after_first_review,gate_actor_login,gate_actor_class,gate_actor_role,gate_actor_association,human_account_gate,maintainer_account_gate,agent_gate,external_author,fixed_maturity_eligible,resolution_days,sampling_weight
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,146057,https://github.com/pytorch/pytorch/pull/146057,closed,2025-01-30T18:38:12Z,2025-01-30T19:19:56Z,,oulgen,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.001,,,1,0,oulgen,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.029,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,148242,https://github.com/pytorch/pytorch/issues/148242,closed,2025-03-01T05:17:59Z,2025-03-15T00:23:12Z,,leonardo0lyj,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,2,2,0,0,no,no,no,no,3,0,138.719,138.719,,0,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,13.795,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,148486,https://github.com/pytorch/pytorch/pull/148486,closed,2025-03-04T21:01:29Z,2025-03-04T21:26:29Z,,seemethere,MEMBER,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,4,1,0,yes,no,no,no,4,3,0.001,0.307,0.405,2,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,0.017,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,149084,https://github.com/pytorch/pytorch/pull/149084,closed,2025-03-12T23:39:00Z,2025-04-01T17:27:00Z,,pianpwk,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,yes,yes,yes,no,no,unknown,yes,yes,2,2,0,0,no,no,no,no,3,2,0.001,,,6,0,pianpwk,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,19.742,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,149224,https://github.com/pytorch/pytorch/issues/149224,open,2025-03-14T20:59:25Z,,,sjh0849,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,149626,https://github.com/pytorch/pytorch/issues/149626,open,2025-03-20T15:24:09Z,,,vwrewsge,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,0,0,no,no,no,no,4,0,15.742,15.742,15.742,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,149639,https://github.com/pytorch/pytorch/issues/149639,open,2025-03-20T18:02:19Z,,,adosar,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,5,0,0,no,no,no,no,4,0,423.114,423.114,3550.465,0,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,150170,https://github.com/pytorch/pytorch/issues/150170,closed,2025-03-28T08:24:39Z,2025-04-08T03:55:40Z,,zeshengzong,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,0,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,10.813,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,150327,https://github.com/pytorch/pytorch/pull/150327,merged,2025-03-31T19:50:28Z,2025-04-02T06:05:14Z,2025-04-02T06:05:14Z,atalman,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,2,3,0,yes,yes,no,no,4,2,0.001,0.499,0.499,3,2,malfet,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,1.427,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,150732,https://github.com/pytorch/pytorch/pull/150732,closed,2025-04-05T07:49:57Z,2025-05-27T14:58:05Z,,XuehaiPan,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,0,no,yes,yes,yes,no,no,no,no,17,14,4,1,yes,yes,yes,yes,6,9,0.001,31.306,31.306,33,29,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,52.297,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,150749,https://github.com/pytorch/pytorch/pull/150749,closed,2025-04-07T02:40:26Z,2025-04-09T15:03:29Z,,zeshengzong,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,12,12,1,0,yes,yes,no,no,5,9,0.001,42.227,42.227,1,1,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,2.516,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,151361,https://github.com/pytorch/pytorch/pull/151361,closed,2025-04-15T22:17:45Z,2025-04-17T20:27:19Z,,dolpm,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,yes,yes,yes,yes,no,no,no,no,20,19,3,0,yes,yes,no,no,7,11,0.001,0.651,15.294,1,1,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,1.923,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,151792,https://github.com/pytorch/pytorch/pull/151792,closed,2025-04-21T14:41:50Z,2025-04-22T18:10:08Z,,x41lakazam,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,no,no,no,3,2,0.001,27.472,27.472,1,0,syed-ahmed,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,1.145,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,151878,https://github.com/pytorch/pytorch/issues/151878,open,2025-04-22T02:45:05Z,,,githubsgi,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,2,0,0,no,no,no,no,2,0,41.862,41.862,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,152103,https://github.com/pytorch/pytorch/pull/152103,closed,2025-04-24T15:00:39Z,2025-05-01T00:44:04Z,,zou3519,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,9,11,1,0,yes,yes,no,no,5,9,0.001,1.958,125.628,3,2,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,6.405,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,152368,https://github.com/pytorch/pytorch/pull/152368,closed,2025-04-28T21:05:25Z,2025-04-29T02:45:50Z,,Camyll,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,1,0,yes,no,no,no,4,3,0.001,2.539,2.539,2,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,0.236,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,153203,https://github.com/pytorch/pytorch/issues/153203,open,2025-05-08T21:15:29Z,,,SilentTester73,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,153283,https://github.com/pytorch/pytorch/pull/153283,closed,2025-05-09T21:10:55Z,2025-05-10T04:46:34Z,,XilunWu,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,6,6,2,0,yes,yes,no,no,5,7,0.001,0.787,1.98,3,2,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,0.316,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,153582,https://github.com/pytorch/pytorch/pull/153582,closed,2025-05-15T00:15:44Z,2025-05-15T05:15:17Z,,malfet,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,1,0,yes,yes,no,no,4,3,0.001,0.074,0.074,2,1,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,0.208,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,153831,https://github.com/pytorch/pytorch/pull/153831,closed,2025-05-19T14:22:51Z,2025-08-17T18:41:11Z,,sharpobject,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,yes,yes,yes,yes,no,no,no,no,4,3,1,0,yes,no,no,no,5,4,0.001,0.319,0.319,1,0,github-actions[bot],automation_bot,conventional_automation,CONTRIBUTOR,no,no,no,yes,yes,90.179,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,153897,https://github.com/pytorch/pytorch/pull/153897,closed,2025-05-19T23:55:32Z,2025-05-20T02:41:41Z,,malfet,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,1,0,yes,no,no,no,4,3,0.001,0.74,0.74,1,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,0.115,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,154020,https://github.com/pytorch/pytorch/issues/154020,closed,2025-05-21T08:04:49Z,2025-06-11T05:39:05Z,,songh11,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,3,0,0,no,no,no,no,2,0,17.705,17.705,,0,0,songh11,human_account,not_automation,NONE,yes,no,no,yes,yes,20.899,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,154906,https://github.com/pytorch/pytorch/issues/154906,open,2025-06-02T21:24:17Z,,,ysyyork,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,1,0,0,no,no,no,no,2,0,262.414,262.414,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,155532,https://github.com/pytorch/pytorch/pull/155532,closed,2025-06-10T05:29:46Z,2025-06-10T16:33:08Z,,bobrenjc93,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.001,,,1,0,bobrenjc93,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.461,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,156307,https://github.com/pytorch/pytorch/pull/156307,closed,2025-06-18T13:19:59Z,2025-06-22T22:27:42Z,,jataylo,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,11,15,4,0,yes,yes,no,no,5,7,0.001,4.728,23.278,8,8,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,4.38,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,156596,https://github.com/pytorch/pytorch/pull/156596,closed,2025-06-23T12:43:01Z,2025-08-25T16:04:17Z,,rec,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,11,1,0,yes,no,no,no,4,5,0.001,1511.578,1031.907,13,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,63.14,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157126,https://github.com/pytorch/pytorch/issues/157126,open,2025-06-27T15:44:23Z,,,pytorch-bot[bot],NONE,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,2,0,0,no,no,no,no,1,0,,,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157218,https://github.com/pytorch/pytorch/issues/157218,open,2025-06-29T08:47:03Z,,,namgyu-youn,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,no,no,no,1,0,,,,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157428,https://github.com/pytorch/pytorch/issues/157428,open,2025-07-02T06:49:03Z,,,pytorch-bot[bot],NONE,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,8,0,0,no,no,no,no,1,0,,,,0,0,pytorch-bot[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,157508,https://github.com/pytorch/pytorch/pull/157508,closed,2025-07-02T21:57:26Z,2025-07-08T07:31:13Z,,bobrenjc93,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.001,,,3,0,bobrenjc93,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,5.398,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157787,https://github.com/pytorch/pytorch/issues/157787,closed,2025-07-08T12:58:10Z,2025-07-08T18:49:31Z,,pytorch-bot[bot],NONE,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,1,0,0,no,no,no,no,1,0,,,,0,0,pytorch-bot[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,0.244,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157789,https://github.com/pytorch/pytorch/issues/157789,closed,2025-07-08T12:58:16Z,2025-08-02T07:18:51Z,,pytorch-bot[bot],NONE,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,2,0,0,no,no,no,no,1,0,,,,0,0,codingwithsurya,human_account,not_automation,,yes,no,no,yes,yes,24.764,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,157790,https://github.com/pytorch/pytorch/issues/157790,open,2025-07-08T12:58:19Z,,,pytorch-bot[bot],NONE,automation_bot,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,no,no,no,unknown,yes,yes,0,4,0,0,no,no,no,no,1,0,,,,0,0,pytorch-bot[bot],automation_bot,conventional_automation,NONE,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,157873,https://github.com/pytorch/pytorch/pull/157873,closed,2025-07-09T00:29:06Z,2025-07-10T04:59:53Z,,pytorchupdatebot,COLLABORATOR,candidate_review,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,0,yes,no,no,yes,unknown,yes,yes,no,7,6,1,0,yes,yes,no,no,4,3,0.0,,0.0,1,1,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,1.188,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,158014,https://github.com/pytorch/pytorch/pull/158014,closed,2025-07-10T08:14:57Z,2025-07-10T08:59:24Z,,chaihahaha,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,2,3,0,0,no,no,no,no,3,2,0.002,,,3,0,chaihahaha,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.031,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,158149,https://github.com/pytorch/pytorch/pull/158149,closed,2025-07-11T21:15:46Z,2025-07-15T19:08:57Z,,ezyang,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,14,14,2,0,yes,no,no,no,5,5,0.001,67.886,68.031,2,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,yes,yes,3.912,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,158472,https://github.com/pytorch/pytorch/pull/158472,closed,2025-07-16T19:57:03Z,2025-07-17T04:21:48Z,,ngimel,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,1,0,yes,no,no,no,4,3,0.001,7.074,8.407,2,0,pytorchmergebot,automation_service_account,conventional_automation,COLLABORATOR,no,yes,no,no,yes,0.351,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,159309,https://github.com/pytorch/pytorch/issues/159309,open,2025-07-28T23:16:05Z,,,ChaitanyaRS06,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,4,0,0,no,no,no,no,5,0,4.296,4.296,14.939,0,0,malfet,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,issue,159447,https://github.com/pytorch/pytorch/issues/159447,open,2025-07-30T05:16:20Z,,,sunhongling,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,3,0,0,no,no,no,no,3,0,11.469,11.469,11.469,0,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,159901,https://github.com/pytorch/pytorch/pull/159901,open,2025-08-05T20:56:15Z,,,andrewor14,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,9,10,1,0,yes,no,no,no,5,8,0.001,0.456,11.879,1,0,,,,,no,no,no,yes,yes,,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,159924,https://github.com/pytorch/pytorch/pull/159924,closed,2025-08-06T01:36:21Z,2025-08-07T01:06:53Z,,ZhaoqiongZ,COLLABORATOR,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,yes,3,4,1,0,yes,no,no,no,4,2,0.001,14.596,,1,0,ZhaoqiongZ,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.98,354.7
,,,3,pytorch/pytorch,traditional,model_infra,supporting_infrastructure,pull_request,161351,https://github.com/pytorch/pytorch/pull/161351,open,2025-08-23T02:58:20Z,,,coconutruben,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.001,,,22,0,,,,,no,no,no,yes,yes,,354.7
