sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,37540,PR_kwDOQb6kR87IcedT,https://github.com/openclaw/openclaw/pull/37540,closed,closed_unmerged,2026-03-06T09:12:08Z,2026-03-17T18:45:54Z,2026-03-06T18:39:29Z,,bmendonca3,User,CONTRIBUTOR,human_account,,no,,0,size: XS,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,57482,PR_kwDOQb6kR87Oe6qE,https://github.com/openclaw/openclaw/pull/57482,closed,merged,2026-03-30T04:49:14Z,2026-03-30T05:05:18Z,2026-03-30T04:59:55Z,2026-03-30T04:59:55Z,vincentkoc,User,MEMBER,human_account,,no,,1,maintainer|size: M,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,24708,PR_kwDOQb6kR87FuLwf,https://github.com/openclaw/openclaw/pull/24708,closed,closed_unmerged,2026-02-23T18:40:00Z,2026-03-22T04:17:22Z,2026-03-22T04:17:22Z,,pich4ya,User,NONE,human_account,,no,,2,docs|gateway|size: XS|stale,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,13944,I_kwDOQb6kR87p9aow,https://github.com/openclaw/openclaw/issues/13944,closed,closed,2026-02-11T07:44:12Z,2026-03-14T04:02:39Z,2026-03-11T04:15:37Z,,clanksy,User,NONE,human_account,,no,,3,bug|stale,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,104609,I_kwDOQb6kR88AAAABIeQW8w,https://github.com/openclaw/openclaw/issues/104609,closed,closed,2026-07-11T18:07:30Z,2026-08-18T03:40:38Z,2026-07-11T18:29:00Z,,steipete,User,CONTRIBUTOR,human_account,,no,,1,P1|bug|impact:ux-friction|maintainer|maturity:stable,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,76964,PR_kwDOQb6kR87X1Sl8,https://github.com/openclaw/openclaw/pull/76964,closed,closed_unmerged,2026-05-03T22:08:23Z,2026-05-03T22:49:09Z,2026-05-03T22:49:09Z,,BunsDev,User,CONTRIBUTOR,human_account,,no,,1,app: web-ui|maintainer|size: M,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,127291,PR_kwDOQb6kR88AAAABAk7L3Q,https://github.com/openclaw/openclaw/pull/127291,closed,closed_unmerged,2026-08-21T16:53:18Z,2026-08-26T23:27:09Z,2026-08-26T23:27:09Z,,VACInc,User,MEMBER,human_account,,no,,3,P2|extensions: anthropic|merge-risk: 🚨 session-state|rating: 🧂 unranked krab|size: L|status: 📣 needs proof|triage: needs-pr-context,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,125039,PR_kwDOQb6kR87_5Xsr,https://github.com/openclaw/openclaw/pull/125039,closed,merged,2026-08-17T04:27:30Z,2026-08-17T04:52:37Z,2026-08-17T04:52:31Z,2026-08-17T04:52:31Z,steipete,User,CONTRIBUTOR,human_account,,no,,4,P2|channel: matrix|maintainer|merge-risk: 🚨 availability|rating: 🐚 platinum hermit|size: S|status: 👀 ready for maintainer look,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,97846,PR_kwDOQb6kR87r1_cr,https://github.com/openclaw/openclaw/pull/97846,closed,closed_unmerged,2026-06-29T15:20:44Z,2026-06-29T15:42:54Z,2026-06-29T15:42:54Z,,whiteyzy,User,CONTRIBUTOR,human_account,,no,,2,P3|merge-risk: 🚨 compatibility|rating: 🧂 unranked krab|size: XS|status: 📣 needs proof,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,130692,I_kwDOQb6kR88AAAABOcFmFA,https://github.com/openclaw/openclaw/issues/130692,closed,closed,2026-08-27T04:37:05Z,2026-08-27T08:46:29Z,2026-08-27T08:44:44Z,,steipete,User,CONTRIBUTOR,human_account,,no,,2,P2|bug|impact:ux-friction|issue-rating: 🦪 silver shellfish|maintainer,131938,50,,1,67,131967,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:36.734805+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,8789,I_kwDOQb6kR87oOgwF,https://github.com/openclaw/openclaw/issues/8789,closed,closed,2026-02-04T11:42:33Z,2026-03-05T04:10:20Z,2026-02-13T21:17:42Z,,leiyangyou,User,NONE,human_account,,no,,2,bug,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,53611,PR_kwDOQb6kR87M8-Yw,https://github.com/openclaw/openclaw/pull/53611,closed,merged,2026-03-24T10:16:42Z,2026-03-24T16:53:27Z,2026-03-24T16:53:24Z,2026-03-24T16:53:24Z,giulio-leone,User,CONTRIBUTOR,human_account,,no,,2,agents|size: S,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,106406,PR_kwDOQb6kR87xE6Vf,https://github.com/openclaw/openclaw/pull/106406,closed,merged,2026-07-13T13:03:48Z,2026-07-14T15:34:47Z,2026-07-13T22:30:07Z,2026-07-13T22:30:07Z,steipete,User,CONTRIBUTOR,human_account,,no,,4,P2|app: android|app: web-ui|commands|docs|extensions: codex|gateway|maintainer|merge-risk: 🚨 compatibility|merge-risk: 🚨 security-boundary|plugin: migrate-claude|plugin: migrate-hermes|proof: sufficient|rating: 🦞 diamond lobster|scripts|size: XL|status: 👀 ready for maintainer look,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,63563,I_kwDOQb6kR878GtCB,https://github.com/openclaw/openclaw/issues/63563,closed,closed,2026-04-09T05:18:40Z,2026-04-12T04:21:28Z,2026-04-09T11:15:46Z,,khurio,User,NONE,human_account,,no,,6,,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,94695,I_kwDOQb6kR88AAAABF-6H2g,https://github.com/openclaw/openclaw/issues/94695,open,open,2026-06-18T22:44:42Z,2026-08-01T20:23:09Z,,,dailytrap,User,CONTRIBUTOR,human_account,,no,,1,P3|clawsweeper:needs-maintainer-review|clawsweeper:needs-product-decision|clawsweeper:needs-security-review|clawsweeper:no-new-fix-pr|enhancement|impact:security|impact:session-state|issue-rating: 🌊 off-meta tidepool,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,62508,I_kwDOQb6kR877ZvFI,https://github.com/openclaw/openclaw/issues/62508,closed,closed,2026-04-07T13:00:35Z,2026-04-27T05:09:25Z,2026-04-24T05:55:40Z,,WuKongAI-CMU,User,CONTRIBUTOR,human_account,,no,,2,,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,20077,PR_kwDOQb6kR87EoDYs,https://github.com/openclaw/openclaw/pull/20077,closed,closed_unmerged,2026-02-18T13:49:26Z,2026-03-31T10:49:41Z,2026-03-31T10:49:41Z,,schergr,User,NONE,human_account,,no,,6,app: android|size: M|stale,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,18425,PR_kwDOQb6kR87EKZFh,https://github.com/openclaw/openclaw/pull/18425,closed,merged,2026-02-16T18:09:11Z,2026-02-16T22:56:56Z,2026-02-16T22:56:56Z,2026-02-16T22:56:56Z,misterdas,User,CONTRIBUTOR,human_account,,no,,0,agents|size: XS,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,60024,I_kwDOQb6kR876OJjG,https://github.com/openclaw/openclaw/issues/60024,closed,closed,2026-04-03T03:05:13Z,2026-04-28T05:12:19Z,2026-04-25T13:23:29Z,,sMIle2Any,User,NONE,human_account,,no,,2,bug|regression,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,103645,PR_kwDOQb6kR87wIcLe,https://github.com/openclaw/openclaw/pull/103645,closed,merged,2026-07-10T10:48:30Z,2026-07-10T17:13:01Z,2026-07-10T17:12:58Z,2026-07-10T17:12:58Z,qingminglong,User,CONTRIBUTOR,human_account,,no,,5,P3|proof: sufficient|rating: 🐚 platinum hermit|size: S|status: 👀 ready for maintainer look,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,65380,I_kwDOQb6kR879N-Fx,https://github.com/openclaw/openclaw/issues/65380,closed,closed,2026-04-12T14:07:07Z,2026-04-30T04:41:29Z,2026-04-26T04:54:48Z,,sebykrueger,User,NONE,human_account,,no,,1,,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,108390,PR_kwDOQb6kR87yH2dL,https://github.com/openclaw/openclaw/pull/108390,closed,merged,2026-07-15T16:36:40Z,2026-07-15T16:55:56Z,2026-07-15T16:55:53Z,2026-07-15T16:55:53Z,steipete,User,CONTRIBUTOR,human_account,,no,,1,maintainer|size: XS,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,96549,PR_kwDOQb6kR87qRYnZ,https://github.com/openclaw/openclaw/pull/96549,closed,closed_unmerged,2026-06-24T20:11:11Z,2026-06-24T20:44:23Z,2026-06-24T20:44:23Z,,PollyBot13,User,CONTRIBUTOR,human_account,,no,,2,P3|merge-risk: 🚨 compatibility|rating: 🧂 unranked krab|size: M|status: 📣 needs proof,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,99149,PR_kwDOQb6kR87tNMSz,https://github.com/openclaw/openclaw/pull/99149,closed,closed_unmerged,2026-07-02T15:52:31Z,2026-07-02T22:41:19Z,2026-07-02T22:40:28Z,,MonkeyLeeT,User,CONTRIBUTOR,human_account,,no,,2,P2|channel: telegram|mantis: telegram-visible-proof|merge-risk: 🚨 session-state|rating: 🧂 unranked krab|size: S|status: 📣 needs proof,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,102440,PR_kwDOQb6kR87vlokI,https://github.com/openclaw/openclaw/pull/102440,closed,closed_unmerged,2026-07-09T05:44:35Z,2026-08-14T08:39:00Z,2026-08-14T08:38:55Z,,Hackerismydream,User,CONTRIBUTOR,human_account,,no,,3,P1|agents|docs|gateway|merge-risk: 🚨 compatibility|merge-risk: 🚨 session-state|rating: 🧂 unranked krab|size: S|status: 📣 needs proof,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,118671,I_kwDOQb6kR88AAAABLQH4MQ,https://github.com/openclaw/openclaw/issues/118671,closed,closed,2026-08-03T13:03:00Z,2026-08-03T18:43:39Z,2026-08-03T13:09:55Z,,andersonjeccel,User,CONTRIBUTOR,human_account,,no,,2,P1|impact:message-loss|impact:session-state,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,25143,PR_kwDOQb6kR87F1V6b,https://github.com/openclaw/openclaw/pull/25143,closed,closed_unmerged,2026-02-24T06:27:00Z,2026-03-17T01:05:11Z,2026-03-17T01:05:11Z,,drvoss,User,CONTRIBUTOR,human_account,,no,,4,size: XS,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,89577,PR_kwDOQb6kR87h6gwn,https://github.com/openclaw/openclaw/pull/89577,closed,closed_unmerged,2026-06-02T18:15:55Z,2026-07-12T12:03:35Z,2026-07-12T12:03:37Z,,Lucenx9,User,CONTRIBUTOR,human_account,,no,,3,P2|merge-risk: 🚨 compatibility|proof: sufficient|proof: supplied|rating: 🐚 platinum hermit|size: XS|status: 👀 ready for maintainer look,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,122920,PR_kwDOQb6kR87-W6F3,https://github.com/openclaw/openclaw/pull/122920,closed,merged,2026-08-13T01:55:54Z,2026-08-13T02:34:29Z,2026-08-13T02:32:44Z,2026-08-13T02:32:44Z,steipete,User,CONTRIBUTOR,human_account,,no,,3,P3|maintainer|rating: 🦞 diamond lobster|size: XS|status: 👀 ready for maintainer look,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,957,PR_kwDOQb6kR869YV6_,https://github.com/openclaw/openclaw/pull/957,closed,closed_unmerged,2026-01-15T13:07:57Z,2026-01-16T03:58:46Z,2026-01-16T03:58:46Z,,rdev,User,CONTRIBUTOR,human_account,,no,,1,,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,17663,I_kwDOQb6kR87rLC1o,https://github.com/openclaw/openclaw/issues/17663,closed,closed,2026-02-16T02:16:08Z,2026-03-04T04:10:07Z,2026-02-16T18:36:04Z,,HenryLoenwind,User,CONTRIBUTOR,human_account,,no,,1,bug,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,106379,I_kwDOQb6kR88AAAABInz_Wg,https://github.com/openclaw/openclaw/issues/106379,closed,closed,2026-07-13T12:23:33Z,2026-07-15T05:09:00Z,2026-07-15T05:09:00Z,,snowzlmbot,User,CONTRIBUTOR,human_account,,no,,3,P0|clawsweeper:linked-pr-open|clawsweeper:no-new-fix-pr|clawsweeper:source-repro|impact:auth-provider|impact:crash-loop|issue-rating: 🦞 diamond lobster,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,93459,PR_kwDOQb6kR87mzlH1,https://github.com/openclaw/openclaw/pull/93459,closed,closed_unmerged,2026-06-16T01:50:59Z,2026-06-22T03:42:48Z,2026-06-16T08:15:34Z,,zenglingbiao,User,CONTRIBUTOR,human_account,,no,,1,channel: discord|proof: supplied|size: S,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,39206,PR_kwDOQb6kR87Ixhu8,https://github.com/openclaw/openclaw/pull/39206,closed,closed_unmerged,2026-03-07T21:39:44Z,2026-04-26T00:23:56Z,2026-04-25T19:34:06Z,,zeroaltitude,User,CONTRIBUTOR,human_account,,no,,16,agents|size: XL,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,42306,PR_kwDOQb6kR87JbdTr,https://github.com/openclaw/openclaw/pull/42306,closed,closed_unmerged,2026-03-10T15:52:25Z,2026-03-10T16:30:46Z,2026-03-10T16:27:07Z,,VikrantSingh01,User,NONE,human_account,,no,,1,size: XS,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,127178,PR_kwDOQb6kR88AAAABAi85Pw,https://github.com/openclaw/openclaw/pull/127178,closed,merged,2026-08-21T12:06:08Z,2026-08-21T15:16:21Z,2026-08-21T12:21:45Z,2026-08-21T12:21:45Z,steipete,User,CONTRIBUTOR,human_account,,no,,4,P3|maintainer|rating: 🐚 platinum hermit|size: M|status: 👀 ready for maintainer look,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,51111,I_kwDOQb6kR8705F0P,https://github.com/openclaw/openclaw/issues/51111,closed,closed,2026-03-20T15:42:36Z,2026-04-28T04:37:08Z,2026-04-26T03:49:26Z,,williamwi617,User,NONE,human_account,,no,,4,bug|regression,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,issue,118842,I_kwDOQb6kR88AAAABLS1kug,https://github.com/openclaw/openclaw/issues/118842,closed,closed,2026-08-03T18:17:14Z,2026-08-07T11:51:35Z,2026-08-07T11:51:32Z,,MScottAdams,User,NONE,human_account,,no,,1,P1|clawsweeper:not-repro-on-main|impact:message-loss|impact:session-state|issue-rating: 🦪 silver shellfish,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,112537,PR_kwDOQb6kR870tXyT,https://github.com/openclaw/openclaw/pull/112537,closed,merged,2026-07-22T05:51:06Z,2026-07-22T05:52:22Z,2026-07-22T05:52:20Z,2026-07-22T05:52:20Z,RomneyDa,User,MEMBER,human_account,,no,,0,maintainer|size: S,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
1,openclaw/openclaw,llm_native,agent_application,direct_agent_experience,pull_request,37770,PR_kwDOQb6kR87IfOCU,https://github.com/openclaw/openclaw/pull/37770,closed,closed_unmerged,2026-03-06T12:22:44Z,2026-03-17T18:45:57Z,2026-03-06T18:40:14Z,,bmendonca3,User,CONTRIBUTOR,human_account,,no,,0,size: XS,131938,50,,1,67,134550,260831,supplemental_uniform_issue_number_rejection_sample,2026-09-01T09:25:48.834117+00:00
2,NousResearch/hermes-agent,llm_native,agent_application,direct_agent_experience,pull_request,69952,PR_kwDOPRF1G871Pz2F,https://github.com/NousResearch/hermes-agent/pull/69952,open,open,2026-07-23T07:29:57Z,2026-08-13T09:13:42Z,,,web3blind,User,CONTRIBUTOR,human_account,,no,,5,P2|comp/cron|platform/telegram|sweeper:blast-moderate|sweeper:risk-message-delivery|type/bug,99280,50,,1,14,97324,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:48.150324+00:00
2,NousResearch/hermes-agent,llm_native,agent_application,direct_agent_experience,pull_request,38590,PR_kwDOPRF1G87ieZ8n,https://github.com/NousResearch/hermes-agent/pull/38590,open,open,2026-06-04T00:50:22Z,2026-07-19T13:11:48Z,,,liuhao1024,User,CONTRIBUTOR,human_account,,no,,1,P2|area/install-update|dependencies|sweeper:blast-broad|sweeper:risk-compatibility|type/bug,99280,50,,1,14,97324,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:48.150324+00:00
2,NousResearch/hermes-agent,llm_native,agent_application,direct_agent_experience,pull_request,1885,PR_kwDOPRF1G87Lc2Y1,https://github.com/NousResearch/hermes-agent/pull/1885,closed,closed_unmerged,2026-03-18T07:33:31Z,2026-03-18T09:23:44Z,2026-03-18T09:23:44Z,,Bartok9,User,CONTRIBUTOR,human_account,,no,,1,,99280,50,,1,14,97324,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:48.150324+00:00
2,NousResearch/hermes-agent,llm_native,agent_application,direct_agent_experience,pull_request,53156,PR_kwDOPRF1G87rDO5i,https://github.com/NousResearch/hermes-agent/pull/53156,open,open,2026-06-26T16:16:30Z,2026-07-15T05:54:55Z,,,LeonSGP43,User,CONTRIBUTOR,human_account,,no,,0,P2|area/auth|area/config|comp/cli|sweeper:blast-broad|sweeper:risk-compatibility|sweeper:risk-security-boundary|type/security,99280,50,,1,14,97324,260829,uniform_issue_number_rejection_sample,2026-08-28T17:29:48.150324+00:00
