sample_rank,repo_name,number,html_url,llm_native_manual,collaboration_niche,outcome,additions,deletions,change_lines,changed_files,commits_total,observed_commit_rows,commit_attribution_complete,opener_login,opener_automation_role,opener_automation_confidence,agent_opened,expanded_agent_opened,direct_agent_commit_count,expanded_agent_commit_count,pr_linked_agent_commit_count,human_or_unknown_commit_count,agent_only_traceable,expanded_agent_only_traceable,agent_touched,expanded_agent_touched,ai_disclosure_class,ai_disclosure_evidence,attribution_class,attribution_evidence
1,openclaw/openclaw,99149,https://github.com/openclaw/openclaw/pull/99149,llm_native,agent_application,closed_unmerged,106,18,124,5,2,2,true,MonkeyLeeT,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,102440,https://github.com/openclaw/openclaw/pull/102440,llm_native,agent_application,closed_unmerged,108,10,118,11,1,1,true,Hackerismydream,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,25143,https://github.com/openclaw/openclaw/pull/25143,llm_native,agent_application,closed_unmerged,1,1,2,1,1,1,true,drvoss,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,89577,https://github.com/openclaw/openclaw/pull/89577,llm_native,agent_application,closed_unmerged,17,4,21,1,1,1,true,Lucenx9,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,122920,https://github.com/openclaw/openclaw/pull/122920,llm_native,agent_application,merged,3,0,3,1,1,1,true,steipete,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,957,https://github.com/openclaw/openclaw/pull/957,llm_native,agent_application,closed_unmerged,35,4,39,6,1,1,true,rdev,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,93459,https://github.com/openclaw/openclaw/pull/93459,llm_native,agent_application,closed_unmerged,61,14,75,2,1,1,true,zenglingbiao,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,39206,https://github.com/openclaw/openclaw/pull/39206,llm_native,agent_application,closed_unmerged,1266,23,1289,10,30,30,true,zeroaltitude,not_automation,,false,false,0,0,0,30,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,42306,https://github.com/openclaw/openclaw/pull/42306,llm_native,agent_application,closed_unmerged,0,0,0,0,0,0,true,VikrantSingh01,not_automation,,false,false,0,0,0,0,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,127178,https://github.com/openclaw/openclaw/pull/127178,llm_native,agent_application,merged,110,110,220,2,1,1,true,steipete,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,112537,https://github.com/openclaw/openclaw/pull/112537,llm_native,agent_application,merged,54,0,54,1,1,1,true,RomneyDa,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
1,openclaw/openclaw,37770,https://github.com/openclaw/openclaw/pull/37770,llm_native,agent_application,closed_unmerged,5,0,5,1,1,1,true,bmendonca3,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,69952,https://github.com/NousResearch/hermes-agent/pull/69952,llm_native,agent_application,open,22,0,22,1,1,1,true,web3blind,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,38590,https://github.com/NousResearch/hermes-agent/pull/38590,llm_native,agent_application,open,1,1,2,1,3,3,true,liuhao1024,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,1885,https://github.com/NousResearch/hermes-agent/pull/1885,llm_native,agent_application,closed_unmerged,1,1,2,1,1,1,true,Bartok9,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,53156,https://github.com/NousResearch/hermes-agent/pull/53156,llm_native,agent_application,open,144,8,152,2,1,1,true,LeonSGP43,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,67047,https://github.com/NousResearch/hermes-agent/pull/67047,llm_native,agent_application,closed_unmerged,199,140,339,5,1,1,true,webtecnica,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,82062,https://github.com/NousResearch/hermes-agent/pull/82062,llm_native,agent_application,open,138,5,143,2,1,1,true,Netsuk094,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,65539,https://github.com/NousResearch/hermes-agent/pull/65539,llm_native,agent_application,merged,26,21,47,17,4,4,true,teknium1,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,15087,https://github.com/NousResearch/hermes-agent/pull/15087,llm_native,agent_application,closed_unmerged,13,6,19,3,1,1,true,ReginaldasR,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,37079,https://github.com/NousResearch/hermes-agent/pull/37079,llm_native,agent_application,closed_unmerged,300,6,306,5,1,1,true,automagik-genie,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,21445,https://github.com/NousResearch/hermes-agent/pull/21445,llm_native,agent_application,closed_unmerged,752,1,753,4,3,3,true,qiviut,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,45201,https://github.com/NousResearch/hermes-agent/pull/45201,llm_native,agent_application,closed_unmerged,2,10,12,7,1,1,true,wesleysimplicio,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,79249,https://github.com/NousResearch/hermes-agent/pull/79249,llm_native,agent_application,open,222,2,224,2,1,1,true,HeilbronAILabs,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,68897,https://github.com/NousResearch/hermes-agent/pull/68897,llm_native,agent_application,closed_unmerged,127,5,132,2,1,1,true,trac3r00,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,28862,https://github.com/NousResearch/hermes-agent/pull/28862,llm_native,agent_application,merged,2,22,24,2,1,1,true,teknium1,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,93612,https://github.com/NousResearch/hermes-agent/pull/93612,llm_native,agent_application,merged,349,46,395,7,4,4,true,teknium1,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,1284,https://github.com/NousResearch/hermes-agent/pull/1284,llm_native,agent_application,merged,120,2,122,4,2,2,true,teknium1,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,10231,https://github.com/NousResearch/hermes-agent/pull/10231,llm_native,agent_application,merged,1,1,2,1,1,1,true,teknium1,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,2547,https://github.com/NousResearch/hermes-agent/pull/2547,llm_native,agent_application,closed_unmerged,7,2,9,1,1,1,true,AJaeger74,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,2103,https://github.com/NousResearch/hermes-agent/pull/2103,llm_native,agent_application,merged,56,9,65,4,1,1,true,teknium1,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,30037,https://github.com/NousResearch/hermes-agent/pull/30037,llm_native,agent_application,closed_unmerged,82,7,89,3,1,1,true,fgpaz,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,59865,https://github.com/NousResearch/hermes-agent/pull/59865,llm_native,agent_application,open,325,19,344,5,2,2,true,lunalunaa,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,43317,https://github.com/NousResearch/hermes-agent/pull/43317,llm_native,agent_application,open,66,0,66,2,3,3,true,rlaope,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,96797,https://github.com/NousResearch/hermes-agent/pull/96797,llm_native,agent_application,open,135,1,136,4,1,1,true,aaramos,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,54096,https://github.com/NousResearch/hermes-agent/pull/54096,llm_native,agent_application,merged,134,25,159,1,1,1,true,kshitijk4poor,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,4968,https://github.com/NousResearch/hermes-agent/pull/4968,llm_native,agent_application,closed_unmerged,2,2,4,1,1,1,true,bugkill3r,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,92209,https://github.com/NousResearch/hermes-agent/pull/92209,llm_native,agent_application,open,22,1,23,2,1,1,true,nabu-hd,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,3935,https://github.com/NousResearch/hermes-agent/pull/3935,llm_native,agent_application,closed_unmerged,1,1,2,1,1,1,true,kagura-agent,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,55435,https://github.com/NousResearch/hermes-agent/pull/55435,llm_native,agent_application,closed_unmerged,547,4,551,9,4,4,true,J-SUPHA,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,31010,https://github.com/NousResearch/hermes-agent/pull/31010,llm_native,agent_application,closed_unmerged,957,14,971,10,1,1,true,alex-holovach,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,7076,https://github.com/NousResearch/hermes-agent/pull/7076,llm_native,agent_application,closed_unmerged,123,1,124,2,3,3,true,Julientalbot,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,10742,https://github.com/NousResearch/hermes-agent/pull/10742,llm_native,agent_application,closed_unmerged,17,3,20,3,1,1,true,zlyuan9,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,61157,https://github.com/NousResearch/hermes-agent/pull/61157,llm_native,agent_application,open,111,0,111,4,2,2,true,gigakun3030,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,97828,https://github.com/NousResearch/hermes-agent/pull/97828,llm_native,agent_application,open,57,0,57,1,2,2,true,forumevi,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,57194,https://github.com/NousResearch/hermes-agent/pull/57194,llm_native,agent_application,open,357,76,433,9,1,1,true,eloklam,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,42298,https://github.com/NousResearch/hermes-agent/pull/42298,llm_native,agent_application,closed_unmerged,7062,16705,23767,395,13,13,true,OmarB97,not_automation,,false,false,0,0,0,13,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,14273,https://github.com/NousResearch/hermes-agent/pull/14273,llm_native,agent_application,merged,2,1,3,2,2,2,true,teknium1,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,3309,https://github.com/NousResearch/hermes-agent/pull/3309,llm_native,agent_application,closed_unmerged,113,1,114,2,2,2,true,luojiesi,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
2,NousResearch/hermes-agent,74080,https://github.com/NousResearch/hermes-agent/pull/74080,llm_native,agent_application,closed_unmerged,15556,1854,17410,101,27,27,true,scottjoyner,not_automation,,false,false,0,0,0,27,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,180734,https://github.com/pytorch/pytorch/pull/180734,traditional,model_infra,closed_unmerged,113,21,134,3,2,2,true,NikhilAPatel,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,174238,https://github.com/pytorch/pytorch/pull/174238,traditional,model_infra,closed_unmerged,8,9,17,4,2,2,true,malfet,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,173763,https://github.com/pytorch/pytorch/pull/173763,traditional,model_infra,closed_unmerged,1,1,2,1,1,1,true,malfet,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,178254,https://github.com/pytorch/pytorch/pull/178254,traditional,model_infra,closed_unmerged,25,3,28,2,10,10,true,mlazos,not_automation,,false,false,0,0,0,10,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,193877,https://github.com/pytorch/pytorch/pull/193877,traditional,model_infra,open,17,1,18,1,1,1,true,chunhuanMeng,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,187573,https://github.com/pytorch/pytorch/pull/187573,traditional,model_infra,open,42,3,45,4,2,2,true,kiya00,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,189154,https://github.com/pytorch/pytorch/pull/189154,traditional,model_infra,closed_unmerged,12,0,12,1,1,1,true,ZhiyaoWen999,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,190548,https://github.com/pytorch/pytorch/pull/190548,traditional,model_infra,open,246,11,257,2,6,6,true,galexite,not_automation,,false,false,0,0,0,6,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,194756,https://github.com/pytorch/pytorch/pull/194756,traditional,model_infra,open,223,8,231,3,1,1,true,bobrenjc93,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,187150,https://github.com/pytorch/pytorch/pull/187150,traditional,model_infra,closed_unmerged,1,25,26,3,1,1,true,cyyever,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,185117,https://github.com/pytorch/pytorch/pull/185117,traditional,model_infra,closed_unmerged,4,1,5,1,1,1,true,Priyanshu-byte-coder,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,179654,https://github.com/pytorch/pytorch/pull/179654,traditional,model_infra,closed_unmerged,6,6,12,3,1,1,true,huydhn,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,189340,https://github.com/pytorch/pytorch/pull/189340,traditional,model_infra,closed_unmerged,17,5,22,1,1,1,true,dshi7,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,192711,https://github.com/pytorch/pytorch/pull/192711,traditional,model_infra,open,63,38,101,1,2,2,true,pengyeqing,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,190801,https://github.com/pytorch/pytorch/pull/190801,traditional,model_infra,open,338,26,364,3,2,2,true,SarveshaKumarKS,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,192676,https://github.com/pytorch/pytorch/pull/192676,traditional,model_infra,closed_unmerged,49,13,62,2,1,1,true,anijain2305,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,172017,https://github.com/pytorch/pytorch/pull/172017,traditional,model_infra,closed_unmerged,2,1,3,1,1,1,true,eqy,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,188235,https://github.com/pytorch/pytorch/pull/188235,traditional,model_infra,closed_unmerged,28,0,28,3,4,4,true,guilhermeleobas,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,179836,https://github.com/pytorch/pytorch/pull/179836,traditional,model_infra,closed_unmerged,143,8,151,5,5,5,true,fxdawnn,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,193173,https://github.com/pytorch/pytorch/pull/193173,traditional,model_infra,open,17,9,26,2,6,6,true,chinmaydk99,not_automation,,false,false,0,0,0,6,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,172081,https://github.com/pytorch/pytorch/pull/172081,traditional,model_infra,closed_unmerged,234,23,257,6,3,3,true,IvanKobzarev,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,188934,https://github.com/pytorch/pytorch/pull/188934,traditional,model_infra,closed_unmerged,1,1,2,1,1,1,true,pytorchupdatebot,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,181003,https://github.com/pytorch/pytorch/pull/181003,traditional,model_infra,closed_unmerged,2,2,4,1,1,1,true,zichguan-amd,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,173349,https://github.com/pytorch/pytorch/pull/173349,traditional,model_infra,closed_unmerged,1041,1,1042,6,16,16,true,Xia-Weiwen,not_automation,,false,false,0,0,0,16,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,183050,https://github.com/pytorch/pytorch/pull/183050,traditional,model_infra,closed_unmerged,158,14,172,3,1,1,true,bobrenjc93,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,187231,https://github.com/pytorch/pytorch/pull/187231,traditional,model_infra,closed_unmerged,117,4,121,4,1,1,true,sanketpurandare,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,192458,https://github.com/pytorch/pytorch/pull/192458,traditional,model_infra,open,45,1,46,3,2,2,true,cyyever,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,177554,https://github.com/pytorch/pytorch/pull/177554,traditional,model_infra,closed_unmerged,21,0,21,2,1,1,true,MahinAshraful,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,185904,https://github.com/pytorch/pytorch/pull/185904,traditional,model_infra,closed_unmerged,0,2,2,1,1,1,true,cyyever,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,177949,https://github.com/pytorch/pytorch/pull/177949,traditional,model_infra,closed_unmerged,35,14,49,1,2,2,true,kwen2501,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,189148,https://github.com/pytorch/pytorch/pull/189148,traditional,model_infra,open,46,1,47,3,4,4,true,edderstack,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,189479,https://github.com/pytorch/pytorch/pull/189479,traditional,model_infra,open,14,1,15,1,1,1,true,nkhasbag-nv,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,186962,https://github.com/pytorch/pytorch/pull/186962,traditional,model_infra,closed_unmerged,64,63,127,5,4,4,true,janeyx99,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,184814,https://github.com/pytorch/pytorch/pull/184814,traditional,model_infra,closed_unmerged,99,14,113,2,2,2,true,eellison,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,178718,https://github.com/pytorch/pytorch/pull/178718,traditional,model_infra,closed_unmerged,47,11,58,4,2,2,true,ayushsatyam146,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,182203,https://github.com/pytorch/pytorch/pull/182203,traditional,model_infra,closed_unmerged,4,0,4,1,1,1,true,nWEIdia,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,175748,https://github.com/pytorch/pytorch/pull/175748,traditional,model_infra,closed_unmerged,24,4,28,1,1,1,true,vkuzo,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,189503,https://github.com/pytorch/pytorch/pull/189503,traditional,model_infra,closed_unmerged,72,0,72,4,1,1,true,iuliur-meta,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
3,pytorch/pytorch,178339,https://github.com/pytorch/pytorch/pull/178339,traditional,model_infra,closed_unmerged,4,4,8,3,6,6,true,malfet,not_automation,,false,false,0,0,0,6,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,48018,https://github.com/supabase/supabase/pull/48018,traditional,agent_runtime_infra,merged,1324,257,1581,4,9,9,true,czenko,not_automation,,false,false,0,0,0,9,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,46594,https://github.com/supabase/supabase/pull/46594,traditional,agent_runtime_infra,open,18,3,21,1,8,8,true,Sainava,not_automation,,false,false,0,0,0,8,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,47253,https://github.com/supabase/supabase/pull/47253,traditional,agent_runtime_infra,merged,0,16,16,6,2,2,true,nrichers,not_automation,,false,false,0,0,0,2,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,46363,https://github.com/supabase/supabase/pull/46363,traditional,agent_runtime_infra,closed_unmerged,264,6,270,4,3,3,true,deepshekhardas,not_automation,,false,false,0,0,0,3,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,48682,https://github.com/supabase/supabase/pull/48682,traditional,agent_runtime_infra,closed_unmerged,7,7,14,4,1,1,true,ayaangazali,not_automation,,false,false,0,0,0,1,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,46345,https://github.com/supabase/supabase/pull/46345,traditional,agent_runtime_infra,merged,5,0,5,2,5,5,true,7ttp,not_automation,,false,false,0,0,0,5,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,46146,https://github.com/supabase/supabase/pull/46146,traditional,agent_runtime_infra,merged,251,141,392,12,4,4,true,fsansalvadore,not_automation,,false,false,0,0,0,4,false,false,false,false,none,,no_public_agent_code_signal,
4,supabase/supabase,45400,https://github.com/supabase/supabase/pull/45400,traditional,agent_runtime_infra,closed_unmerged,130,1,131,2,1,1,true,Ziinc,not_automation,,false,false,1,1,0,0,false,false,true,true,none,,agent_human_mixed_or_partial,verified Coding Agent opener or commit; at least one commit is human or not attributable
