sample_rank,repo_name,snapshot_date,year,llm_native_manual,collaboration_niche,commit_sha,marker_tool,evidence_level,marker_path,blob_sha,size_bytes,tasks,content_read
3,pytorch/pytorch,2026-05-31,2026,traditional,model_infra,5cd392bfe432d57e7beb9ab67037ddc0fcc01205,claude_code,active_instruction,CLAUDE.md,a6c754d39f4b2c77f39b51eaa288dcff812a4487,11176,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
3,pytorch/pytorch,2026-05-31,2026,traditional,model_infra,5cd392bfe432d57e7beb9ab67037ddc0fcc01205,github_copilot,active_instruction,.github/copilot-instructions.md,06c3f32abd5e1dac1657d7b7565d2d0347e23e62,4726,implementation|tests_validation|documentation|issue_planning|release_dependency|repository_context,yes
3,pytorch/pytorch,2026-05-31,2026,traditional,model_infra,5cd392bfe432d57e7beb9ab67037ddc0fcc01205,claude_code,active_config,.claude,d6305a3eb6600bb610cbd3c8f311613ce6460f47,,,no
3,pytorch/pytorch,2026-05-31,2026,traditional,model_infra,5cd392bfe432d57e7beb9ab67037ddc0fcc01205,claude_code,residual_gitignore,.gitignore,7d2f945bc5ccaa9ecf930c1accb135069ad33290,7366,,yes
3,pytorch/pytorch,2026-05-31,2026,traditional,model_infra,5cd392bfe432d57e7beb9ab67037ddc0fcc01205,roo_code,residual_gitignore,.gitignore,7d2f945bc5ccaa9ecf930c1accb135069ad33290,7366,,yes
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,cross_agent,active_instruction,AGENTS.md,681311eb9cf453d0faddf3aacaec7357e97ba8e9,9,,yes
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,claude_code,active_instruction,CLAUDE.md,9da553f79207dc33f0f57f675ab9efe60f949922,15226,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,github_copilot,active_instruction,.github/copilot-instructions.md,cec3ea2f2a00da8214504cd820318732254fc952,4835,implementation|tests_validation|documentation|issue_planning|release_dependency|repository_context,yes
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,claude_code,active_config,.claude,dcd224e06a42b56c24b2bd4c7e96250ef6e1c3b9,,,no
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,claude_code,residual_gitignore,.gitignore,337e394432ef32f5ca94ee5323c3e21a15f5c605,7404,,yes
3,pytorch/pytorch,2026-08-31,2026,traditional,model_infra,67458862b5b9c620e8828d03366f45178fc42648,roo_code,residual_gitignore,.gitignore,337e394432ef32f5ca94ee5323c3e21a15f5c605,7404,,yes
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,github_copilot,active_instruction,.github/copilot-instructions.md,827b41115186cbb06f2fc07a669ad2f7a95cdabe,3588,implementation|tests_validation|documentation|code_review|issue_planning|security_compliance,yes
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,cursor,active_instruction,.cursor/rules,b94c6442d23f85cfc9e6738982ccf6164536028d,,,no
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,github_copilot,active_instruction,.github/instructions,c2335aa63bfcf0a0f60c72b393474a569a6401f4,,,no
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,cross_agent,active_config,.agents,4324a3197c1df059c694e3454264819161feedb4,,,no
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,claude_code,active_config,.claude,4be168960a1b658feee96280345c6513c23f9b70,,,no
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,cursor,active_config,.cursor,2f36fa9f4824d6320015ab7b3a6bcac0ac58b319,,,no
4,supabase/supabase,2026-05-31,2026,traditional,agent_runtime_infra,a4334a2cc75b85e3c569e24c9e33be94b37064d7,claude_code,residual_gitignore,.gitignore,5691dd146dea8bb14ec07a256a51cb02d92e4377,2447,,yes
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,github_copilot,active_instruction,.github/copilot-instructions.md,b002e4a7b997d73f047feb5af5d1655a7f4dbb00,3687,implementation|tests_validation|documentation|code_review|issue_planning|security_compliance,yes
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,cursor,active_instruction,.cursor/rules,b94c6442d23f85cfc9e6738982ccf6164536028d,,,no
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,github_copilot,active_instruction,.github/instructions,e09455443cd802160d41fb0c149aa0da0c3c1876,,,no
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,cross_agent,active_config,.agents,0437a99c83eeb292e22806edafefc7cc6102c543,,,no
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,claude_code,active_config,.claude,ee9753a32a5057d8426340d91c4d51a16e5b38fe,,,no
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,cursor,active_config,.cursor,505cf9b694dd2de1f69a13a25fb051a97c65dc41,,,no
4,supabase/supabase,2026-08-31,2026,traditional,agent_runtime_infra,eea39cc3163b34627cfec31a6756b80280874f41,claude_code,residual_gitignore,.gitignore,aad9bf25fd49823f16c861a585ae7555586b2d12,2515,,yes
5,bytedance/deer-flow,2026-05-31,2026,llm_native,agent_framework,d6a604d5a144c47bb4aa9603340cf1ee4c5619ed,github_copilot,active_instruction,.github/copilot-instructions.md,5c6f32f800744adb88946603194d47181298df0a,6888,implementation|tests_validation|documentation|code_review|release_dependency|security_compliance|repository_context,yes
5,bytedance/deer-flow,2026-05-31,2026,llm_native,agent_framework,d6a604d5a144c47bb4aa9603340cf1ee4c5619ed,cross_agent,active_config,.agent,8bcb74ee707209c7a3c5905af6b34b1d3737e981,,,no
5,bytedance/deer-flow,2026-05-31,2026,llm_native,agent_framework,d6a604d5a144c47bb4aa9603340cf1ee4c5619ed,claude_code,residual_gitignore,.gitignore,0076848e003e9f6eda92a83cfd2423999490d1f7,782,,yes
5,bytedance/deer-flow,2026-08-31,2026,llm_native,agent_framework,530b4cf6a009970589bdf44a78effc2b9e5ba053,codex,active_instruction,AGENTS.md,20149727653b4ccb0d12a62abd06ea74063d0179,15154,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
5,bytedance/deer-flow,2026-08-31,2026,llm_native,agent_framework,530b4cf6a009970589bdf44a78effc2b9e5ba053,claude_code,active_instruction,CLAUDE.md,388265f9c8f806bf467e3356ac264b571e588eca,184,implementation,yes
5,bytedance/deer-flow,2026-08-31,2026,llm_native,agent_framework,530b4cf6a009970589bdf44a78effc2b9e5ba053,github_copilot,active_instruction,.github/copilot-instructions.md,1f3497a0ffde527b1c8b69f8f74813774db8750b,6936,implementation|tests_validation|documentation|code_review|release_dependency|security_compliance|repository_context,yes
5,bytedance/deer-flow,2026-08-31,2026,llm_native,agent_framework,530b4cf6a009970589bdf44a78effc2b9e5ba053,cross_agent,active_config,.agent,11b777fe517681a4519412f7d64e48096e495c41,,,no
5,bytedance/deer-flow,2026-08-31,2026,llm_native,agent_framework,530b4cf6a009970589bdf44a78effc2b9e5ba053,claude_code,residual_gitignore,.gitignore,d4649770f5e037354a865cd1c179cfa251c16a12,969,,yes
6,sgl-project/sglang,2026-05-31,2026,llm_native,model_infra,373cadc92ea421710e32c395e8c0e931f000c707,claude_code,active_config,.claude,9af3047d887398775cd6434bbd9ae8c0d7e35877,,,no
6,sgl-project/sglang,2026-05-31,2026,llm_native,model_infra,373cadc92ea421710e32c395e8c0e931f000c707,claude_code,residual_gitignore,.gitignore,306c2d163aab8b48e57a855a64d4e3b1709b55a0,4467,,yes
6,sgl-project/sglang,2026-08-31,2026,llm_native,model_infra,455232de6e739db4f11b515af2dd6f5ba0274b56,claude_code,active_config,.claude,287c6e58c6c624358101fe0d96fcd1d0443432e8,,,no
6,sgl-project/sglang,2026-08-31,2026,llm_native,model_infra,455232de6e739db4f11b515af2dd6f5ba0274b56,claude_code,residual_gitignore,.gitignore,d0dcf786dffd56e05995e0417b4bc87272b703ba,4758,,yes
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,cross_agent,active_instruction,AGENTS.md,6566523f48e53652031e8e0594b0fff9a97e70f1,3982,implementation|tests_validation|documentation|code_review|issue_planning,yes
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,claude_code,active_instruction,CLAUDE.md,43c994c2d3617f947bcb5adf1933e21dabe46bb5,11,,yes
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,gemini,active_config,.gemini,370b5fff8cde42186b9d92f1e3b25fe8b2aa864c,,,no
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,claude_code,residual_gitignore,.gitignore,2c4e135e58dcc5c28d17863f70a0e1dd1750f0b7,4548,,yes
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,codex,residual_gitignore,.gitignore,2c4e135e58dcc5c28d17863f70a0e1dd1750f0b7,4548,,yes
7,vllm-project/vllm,2026-05-31,2026,llm_native,model_infra,8b8546da1c3ba65097357523bc24199e36eddf65,cursor,residual_gitignore,.gitignore,2c4e135e58dcc5c28d17863f70a0e1dd1750f0b7,4548,,yes
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,cross_agent,active_instruction,AGENTS.md,a1060975b0b4232c99cf46a24e70459a1ab2f1dc,5750,implementation|tests_validation|documentation|code_review|issue_planning|security_compliance|repository_context,yes
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,claude_code,active_instruction,CLAUDE.md,43c994c2d3617f947bcb5adf1933e21dabe46bb5,11,,yes
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,cross_agent,active_config,.agents,c9d9f8d982f478e53b1075082361a66f866a741e,,,no
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,claude_code,active_config,.claude,4f52da639600cf2029f70343fac4bcc30f0cc884,,,no
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,gemini,active_config,.gemini,370b5fff8cde42186b9d92f1e3b25fe8b2aa864c,,,no
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,claude_code,residual_gitignore,.gitignore,46418c03924e67bfa3c9c3e295ddd5e85fd53c98,4696,,yes
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,codex,residual_gitignore,.gitignore,46418c03924e67bfa3c9c3e295ddd5e85fd53c98,4696,,yes
7,vllm-project/vllm,2026-08-31,2026,llm_native,model_infra,89df6fcb808febd88de0d08fb7437e9bddcaf81e,cursor,residual_gitignore,.gitignore,46418c03924e67bfa3c9c3e295ddd5e85fd53c98,4696,,yes
8,larksuite/cli,2026-05-31,2026,mixed,agent_runtime_infra,99e314fe0bb177810f3e8bef81e957136bd7bb14,cross_agent,active_instruction,AGENTS.md,559b4baa321cca6029d93a811a2b01768b8c51d9,5358,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
8,larksuite/cli,2026-08-31,2026,mixed,agent_runtime_infra,20ef0af8a7ec29751145549b09359ba4ddadf5b7,cross_agent,active_instruction,AGENTS.md,d177bf92f23b8e6fb15c05b47f542c955d193fa1,13387,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
9,volcengine/OpenViking,2026-05-31,2026,llm_native,agent_runtime_infra,05540114dff249cecdfdbd72bb80b3d41f9d2c4e,claude_code,residual_gitignore,.gitignore,07bfdb9edba854372b88df24e5252e7d25cff4c7,2705,,yes
9,volcengine/OpenViking,2026-05-31,2026,llm_native,agent_runtime_infra,05540114dff249cecdfdbd72bb80b3d41f9d2c4e,codex,residual_gitignore,.gitignore,07bfdb9edba854372b88df24e5252e7d25cff4c7,2705,,yes
9,volcengine/OpenViking,2026-05-31,2026,llm_native,agent_runtime_infra,05540114dff249cecdfdbd72bb80b3d41f9d2c4e,roo_code,residual_gitignore,.gitignore,07bfdb9edba854372b88df24e5252e7d25cff4c7,2705,,yes
9,volcengine/OpenViking,2026-08-31,2026,llm_native,agent_runtime_infra,c73d7e3cc71e05e5361ff59454fd7be159e01602,cross_agent,active_config,.agents,1f25d43032779d68865c635a0d643c6b86b9831b,,,no
9,volcengine/OpenViking,2026-08-31,2026,llm_native,agent_runtime_infra,c73d7e3cc71e05e5361ff59454fd7be159e01602,claude_code,residual_gitignore,.gitignore,284be03ab72f731bf0139f198f805caa4a8e7cc8,3249,,yes
9,volcengine/OpenViking,2026-08-31,2026,llm_native,agent_runtime_infra,c73d7e3cc71e05e5361ff59454fd7be159e01602,codex,residual_gitignore,.gitignore,284be03ab72f731bf0139f198f805caa4a8e7cc8,3249,,yes
9,volcengine/OpenViking,2026-08-31,2026,llm_native,agent_runtime_infra,c73d7e3cc71e05e5361ff59454fd7be159e01602,roo_code,residual_gitignore,.gitignore,284be03ab72f731bf0139f198f805caa4a8e7cc8,3249,,yes
10,openai/codex,2026-05-31,2026,llm_native,agent_application,3b7334d099b339e7b18418a0cf7ac34e7bed2e43,codex,active_instruction,AGENTS.md,4714b1b8aa43ee7e6621a1542287c0cfcd900148,17885,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
10,openai/codex,2026-05-31,2026,llm_native,agent_application,3b7334d099b339e7b18418a0cf7ac34e7bed2e43,codex,active_config,.codex,e336d6f5924f86fb56435c06e70d00c5cd2c1546,,,no
10,openai/codex,2026-05-31,2026,llm_native,agent_application,3b7334d099b339e7b18418a0cf7ac34e7bed2e43,claude_code,residual_gitignore,.gitignore,f792773a27bbe51cf533fb6d70bdb7dd5b05136a,897,,yes
10,openai/codex,2026-05-31,2026,llm_native,agent_application,3b7334d099b339e7b18418a0cf7ac34e7bed2e43,codex,residual_gitignore,.gitignore,f792773a27bbe51cf533fb6d70bdb7dd5b05136a,897,,yes
10,openai/codex,2026-08-31,2026,llm_native,agent_application,115ffaf8bf1eda460526605cf44d9a96d88f4371,codex,active_instruction,AGENTS.md,faa57cc0db48123e1011f1eb47692cd3bbbcfc3a,22519,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
10,openai/codex,2026-08-31,2026,llm_native,agent_application,115ffaf8bf1eda460526605cf44d9a96d88f4371,codex,active_config,.codex,4197dacb9c16ffc115bdd8fd6e1d0d5aaf3930ee,,,no
10,openai/codex,2026-08-31,2026,llm_native,agent_application,115ffaf8bf1eda460526605cf44d9a96d88f4371,claude_code,residual_gitignore,.gitignore,dbcd8633154a13966c231033a6c07ad8be169c73,931,,yes
10,openai/codex,2026-08-31,2026,llm_native,agent_application,115ffaf8bf1eda460526605cf44d9a96d88f4371,codex,residual_gitignore,.gitignore,dbcd8633154a13966c231033a6c07ad8be169c73,931,,yes
11,ollama/ollama,2026-08-31,2026,llm_native,model_infra,e37a00a8fa94fca07cefd544bffc9d8997ebcd44,cross_agent,active_instruction,AGENTS.md,0656d6aa2c0e508c46bbb7e0d29f9b4d467355a6,358,documentation|repository_context,yes
11,ollama/ollama,2026-08-31,2026,llm_native,model_infra,e37a00a8fa94fca07cefd544bffc9d8997ebcd44,claude_code,active_instruction,CLAUDE.md,d6a1d4b60f82167f7c7af66b7a7b16c838d72040,84,repository_context,yes
12,langchain-ai/deepagents,2026-05-31,2026,llm_native,agent_framework,1906af985906369b6ab5bfbee039c9dabc1dd840,cross_agent,active_instruction,AGENTS.md,769942e2e80a83871e2bb485c62943f9a7c1ff21,18033,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
12,langchain-ai/deepagents,2026-05-31,2026,llm_native,agent_framework,1906af985906369b6ab5bfbee039c9dabc1dd840,claude_code,residual_gitignore,.gitignore,07c7bbac963b3323a25db4c850f6a0bc5bc867b1,5129,,yes
12,langchain-ai/deepagents,2026-05-31,2026,llm_native,agent_framework,1906af985906369b6ab5bfbee039c9dabc1dd840,cursor,residual_gitignore,.gitignore,07c7bbac963b3323a25db4c850f6a0bc5bc867b1,5129,,yes
12,langchain-ai/deepagents,2026-08-31,2026,llm_native,agent_framework,09b2e53617968a06c2b4ee6d821fca71a1d94d49,cross_agent,active_instruction,AGENTS.md,fd9fa9998d64c0c0948694ffe33feab074fb21a1,10315,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|security_compliance|repository_context,yes
12,langchain-ai/deepagents,2026-08-31,2026,llm_native,agent_framework,09b2e53617968a06c2b4ee6d821fca71a1d94d49,cross_agent,active_config,.agents,b43e2681455adb67e2bf3c2206d9c80dc12e4aaf,,,no
12,langchain-ai/deepagents,2026-08-31,2026,llm_native,agent_framework,09b2e53617968a06c2b4ee6d821fca71a1d94d49,claude_code,residual_gitignore,.gitignore,82b70a4a7f456836eee8f19ebdb2cede3586f47c,5732,,yes
12,langchain-ai/deepagents,2026-08-31,2026,llm_native,agent_framework,09b2e53617968a06c2b4ee6d821fca71a1d94d49,cursor,residual_gitignore,.gitignore,82b70a4a7f456836eee8f19ebdb2cede3586f47c,5732,,yes
13,anomalyco/opencode,2026-05-31,2026,llm_native,agent_application,c57379833e3f25967c03653482fc3131b3068c04,cross_agent,active_instruction,AGENTS.md,1ee5be8b0f2385c568ecba17f8857091d6f5ba56,4695,implementation|tests_validation|documentation|code_review|repository_context,yes
13,anomalyco/opencode,2026-05-31,2026,llm_native,agent_application,c57379833e3f25967c03653482fc3131b3068c04,codex,residual_gitignore,.gitignore,19198a7a5918768bfb1b67315a433ddf51137ce9,298,,yes
13,anomalyco/opencode,2026-08-31,2026,llm_native,agent_application,04284921ac8f657555b5a182f5ff055f471543e4,cross_agent,active_instruction,AGENTS.md,cd2327e888119bb084895b615f5abc8f81afcc3f,8748,implementation|tests_validation|documentation|code_review|issue_planning|repository_context,yes
13,anomalyco/opencode,2026-08-31,2026,llm_native,agent_application,04284921ac8f657555b5a182f5ff055f471543e4,codex,residual_gitignore,.gitignore,006cab8c276c34cb832b5eba1bb7a64d2d57bc72,312,,yes
14,flashinfer-ai/flashinfer,2026-05-31,2026,llm_native,model_infra,fc12ef21d9eddcd9a7b1a4a8024fb3e81fda804d,cross_agent,active_instruction,AGENTS.md,16ba17adbf4c1f7eea915a5aec8b7804d379a52d,190,tests_validation|repository_context,yes
14,flashinfer-ai/flashinfer,2026-05-31,2026,llm_native,model_infra,fc12ef21d9eddcd9a7b1a4a8024fb3e81fda804d,claude_code,active_instruction,CLAUDE.md,e74821b306ae176149c78fd7db48090ebbef814a,23835,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
14,flashinfer-ai/flashinfer,2026-05-31,2026,llm_native,model_infra,fc12ef21d9eddcd9a7b1a4a8024fb3e81fda804d,claude_code,active_config,.claude,cffe8e0bd80a17afd84487e8743561e82b8f9c10,,,no
14,flashinfer-ai/flashinfer,2026-05-31,2026,llm_native,model_infra,fc12ef21d9eddcd9a7b1a4a8024fb3e81fda804d,cursor,residual_gitignore,.gitignore,4ab7544987c7a2450f72ea9e27d1afbeffefdc12,3993,,yes
14,flashinfer-ai/flashinfer,2026-08-31,2026,llm_native,model_infra,f7d4b167f76c8db9404461ddbaa87cc184696226,cross_agent,active_instruction,AGENTS.md,16ba17adbf4c1f7eea915a5aec8b7804d379a52d,190,tests_validation|repository_context,yes
14,flashinfer-ai/flashinfer,2026-08-31,2026,llm_native,model_infra,f7d4b167f76c8db9404461ddbaa87cc184696226,claude_code,active_instruction,CLAUDE.md,6ab49dfa9939e449295404e24affe8669ebc52a5,39924,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
14,flashinfer-ai/flashinfer,2026-08-31,2026,llm_native,model_infra,f7d4b167f76c8db9404461ddbaa87cc184696226,claude_code,active_config,.claude,71404473c4defd95f0a29666256e25f9d2902592,,,no
14,flashinfer-ai/flashinfer,2026-08-31,2026,llm_native,model_infra,f7d4b167f76c8db9404461ddbaa87cc184696226,cursor,residual_gitignore,.gitignore,46d8eb1b8430156c97f6729293eb47ee083fb14e,4024,,yes
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,llm_native,model_infra,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,cross_agent,active_instruction,AGENTS.md,5fe19e95be6a3925329bfa1ef95d6c1db869415c,11949,implementation|tests_validation|documentation|code_review|issue_planning|release_dependency|repository_context,yes
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,llm_native,model_infra,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,claude_code,active_instruction,CLAUDE.md,40c6cf85d526201312149044f64ea82e39674f44,28,,yes
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,llm_native,model_infra,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,claude_code,active_config,.claude,64fad2894b8edff73a956b7f5d7afbaa23619281,,,no
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,llm_native,model_infra,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,codex,active_config,.codex,79e9bfbb1b8ca2df2551e1c2da8aa107e92d217d,,,no
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,llm_native,model_infra,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,claude_code,residual_gitignore,.gitignore,962f47d13419f35eb8e481582bb988d3fa8540e4,2455,,yes
