sample_rank,repo_name,snapshot_date,year,created_at,llm_native_manual,collaboration_niche,agent_proximity,history_available,scan_status,error,default_branch,commit_sha,commit_date,tree_sha,tree_entries,tree_truncated,active_instruction_count,active_config_count,residual_mention_count,has_active_instruction,has_any_active_marker,distinct_active_tools,distinct_residual_tools
18,ai-dynamo/dynamo,2026-08-29,2026,2025-03-03,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ff18f7210d9909d824b41193e1a58bb77e87d1c8,2026-08-28T16:26:27Z,,,not_applicable_targeted_scan,2,3,4,yes,yes,claude_code|codex|cross_agent,claude_code|codex|cursor|roo_code
19,apache/airflow,2026-05-31,2026,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,fc892d7ccb28faac67dc296e287b8b22db039b7e,2026-05-31T21:29:55Z,,,not_applicable_targeted_scan,3,1,3,yes,yes,claude_code|cross_agent|github_copilot,claude_code|cursor|roo_code
19,apache/airflow,2026-08-29,2026,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,9d54ac94826d8f46c0d6d1032ee7d9988e562d70,2026-08-28T14:51:24Z,,,not_applicable_targeted_scan,3,2,3,yes,yes,claude_code|codex|cross_agent|github_copilot,claude_code|cursor|roo_code
20,BerriAI/litellm,2026-05-31,2026,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,5be0797d24a2f26eb2123e13788f90055a59d91d,2026-05-31T03:56:58Z,,,not_applicable_targeted_scan,3,0,2,yes,yes,claude_code|cross_agent|gemini,claude_code|cursor
20,BerriAI/litellm,2026-08-29,2026,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,3d3c6554fe5b0954f5013781d09423e932dbf81f,2026-08-28T17:03:35Z,,,not_applicable_targeted_scan,3,0,2,yes,yes,claude_code|cross_agent|gemini,claude_code|cursor
21,ggml-org/llama.cpp,2026-05-31,2026,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,6f165c1c64f77024686dc969c3de6f030f274add,2026-05-31T21:21:08Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
21,ggml-org/llama.cpp,2026-08-29,2026,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,2026-08-28T14:52:49Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
22,n8n-io/n8n,2026-05-31,2026,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,ec83a0a944f7dca2f47c0b0725905ffc7e4b6629,2026-05-31T21:44:50Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|cursor
22,n8n-io/n8n,2026-08-29,2026,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,770b97ca4748ac45fdc43f12d80006503d5d905a,2026-08-28T15:50:23Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|cursor
23,ray-project/ray,2026-05-31,2026,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,589ed6a5630f364381808158c4a8c6f3950513a3,2026-05-31T22:06:13Z,,,not_applicable_targeted_scan,0,2,1,no,yes,claude_code|gemini,claude_code
23,ray-project/ray,2026-08-29,2026,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,7bbef5a7de29c97a44e682e21fa0d4f759f92937,2026-08-28T05:06:32Z,,,not_applicable_targeted_scan,1,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
24,apache/spark,2026-05-31,2026,2014-02-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,c53fd863ccee00f77f5d3b3b40b80c26664bfec5,2026-05-31T22:26:10Z,,,not_applicable_targeted_scan,2,0,1,yes,yes,claude_code|cross_agent,claude_code
24,apache/spark,2026-08-29,2026,2014-02-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,900b44e22f03bdbf991038dbc97a48dab5c7ecb9,2026-08-28T16:39:44Z,,,not_applicable_targeted_scan,2,0,1,yes,yes,claude_code|cross_agent,claude_code
25,coder/coder,2026-05-31,2026,2021-12-22,mixed,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,9c111a2be2ed87490083a1224e86f04cb7bcc6ba,2026-05-31T13:36:05Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|cursor,claude_code|roo_code
25,coder/coder,2026-08-29,2026,2021-12-22,mixed,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,8bf271c5030fdc0cd06ab1d3c0f5714712a1c8d5,2026-08-28T08:44:31Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|cursor,claude_code|roo_code
26,vercel/ai,2026-05-31,2026,2023-05-23,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,ab6d66482d31afe15f4973a51c5f7cfa09c92ea6,2026-05-30T00:54:18Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
26,vercel/ai,2026-08-29,2026,2023-05-23,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,76082104acf7de3c932d640932f602424f26e96a,2026-08-28T16:54:22Z,,,not_applicable_targeted_scan,2,4,0,yes,yes,claude_code|codex|cross_agent|cursor,
27,mastra-ai/mastra,2026-05-31,2026,2024-08-06,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,7fef31c0d2a6d362a43a647a8a4f6ab893758a23,2026-05-31T22:12:32Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
27,mastra-ai/mastra,2026-08-29,2026,2024-08-06,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,19ca614f4eaea8750314fc845e1d6d92e0efd0a9,2026-08-28T17:01:30Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
28,vllm-project/vllm-omni,2026-05-31,2026,2025-09-11,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,d4c139508fc490f856d8c22367cb85902caffb90,2026-05-31T17:51:24Z,,,not_applicable_targeted_scan,0,1,3,no,yes,claude_code,claude_code|codex|cursor
28,vllm-project/vllm-omni,2026-08-29,2026,2025-09-11,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ebb3b20576736ec3ad264788b8721ec61b28aa8d,2026-08-28T15:05:41Z,,,not_applicable_targeted_scan,0,1,3,no,yes,claude_code,claude_code|codex|cursor
29,QwenLM/qwen-code,2026-05-31,2026,2025-06-26,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,1c48e4121b96116cd1117f052989debce5bf0f3a,2026-05-31T10:03:05Z,,,not_applicable_targeted_scan,1,0,5,yes,yes,cross_agent,claude_code|codex|cursor|gemini|roo_code
29,QwenLM/qwen-code,2026-08-29,2026,2025-06-26,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,4ef780cbfac8ce2438505da5e9743ab3dd3e2b53,2026-08-28T16:12:08Z,,,not_applicable_targeted_scan,2,0,5,yes,yes,claude_code|cross_agent,claude_code|codex|cursor|gemini|roo_code
30,langgenius/dify,2026-05-31,2026,2023-04-12,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,df6b5be50ab1b26ce627ea9c1095bd8dbed22340,2026-05-31T15:08:59Z,,,not_applicable_targeted_scan,2,4,2,yes,yes,claude_code|codex|cross_agent|gemini,claude_code|roo_code
30,langgenius/dify,2026-08-29,2026,2023-04-12,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,f8dd276e2c96d3cc722b9609bf887a81e6eb9cac,2026-08-28T14:49:46Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|roo_code
31,warpdotdev/warp,2026-05-31,2026,2021-07-08,mixed,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,a44b703060673b85d2641c051c53e4b6b1b00cc4,2026-05-31T17:30:36Z,,,not_applicable_targeted_scan,0,2,1,no,yes,claude_code|cross_agent,claude_code
31,warpdotdev/warp,2026-08-29,2026,2021-07-08,mixed,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,8c2cc73250463182d03563be41e6c227d5eeb4c5,2026-08-28T15:50:24Z,,,not_applicable_targeted_scan,1,2,1,yes,yes,claude_code|cross_agent,claude_code
32,paperclipai/paperclip,2026-05-31,2026,2026-03-02,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,master,7eb44d002022e1ff7692210de7e42703afa85390,2026-05-31T18:22:39Z,,,not_applicable_targeted_scan,1,2,2,yes,yes,claude_code|codex|cross_agent,claude_code|cursor
32,paperclipai/paperclip,2026-08-29,2026,2026-03-02,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,master,66e1c0df8b23cb8354b36dd446d9548dc4389191,2026-08-28T16:36:35Z,,,not_applicable_targeted_scan,1,2,2,yes,yes,claude_code|codex|cross_agent,claude_code|cursor
33,vllm-project/vllm-ascend,2026-05-31,2026,2025-01-29,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e7840445b7d4f605af4bc2e4c661936e06529c05,2026-05-31T06:39:29Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|gemini,claude_code
33,vllm-project/vllm-ascend,2026-08-29,2026,2025-01-29,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,6953f266922e3ec2c33a04db4febb00e15893cec,2026-08-28T12:25:38Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|gemini,claude_code
34,open-metadata/OpenMetadata,2026-05-31,2026,2021-08-01,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,21865a330189444aacb2608dd7d35c28f3947a69,2026-05-30T18:21:20Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|codex|cross_agent|github_copilot,claude_code|cursor
34,open-metadata/OpenMetadata,2026-08-29,2026,2021-08-01,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,f5d911d16426062b7af990a36805cb7ac7be5eba,2026-08-28T14:04:41Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|github_copilot,claude_code|cursor
35,microsoft/onnxruntime,2026-05-31,2026,2018-11-10,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,13af65970aaa6a0b9ac71106da07376fef24aa56,2026-05-31T17:57:19Z,,,not_applicable_targeted_scan,1,1,1,yes,yes,cross_agent,roo_code
35,microsoft/onnxruntime,2026-08-29,2026,2018-11-10,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,95e71d26df966c69838d811dd5e191f29f3d8a31,2026-08-28T16:08:32Z,,,not_applicable_targeted_scan,3,0,1,yes,yes,cross_agent|github_copilot,roo_code
36,CherryHQ/cherry-studio,2026-05-31,2026,2024-05-24,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,ef6e5e0df26a102e608aa0a74274e47bf33bd254,2026-05-31T15:12:06Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|cross_agent,claude_code|cursor|gemini
36,CherryHQ/cherry-studio,2026-08-29,2026,2024-05-24,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,b89867ad06b9636317062c8b9a64bb2fe02da1d5,2026-08-28T15:25:28Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|cross_agent,claude_code|cursor|gemini
37,pingdotgg/t3code,2026-05-31,2026,2026-02-08,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,b3e8c0334b25238e2b55868a87bd6270e234b7de,2026-05-30T00:00:54Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|codex|cursor,roo_code
37,pingdotgg/t3code,2026-08-29,2026,2026-02-08,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,018d7f2775daabd2ef07898af29586915a0b7f67,2026-08-28T14:54:02Z,,,not_applicable_targeted_scan,3,4,1,yes,yes,claude_code|codex|cross_agent|cursor,roo_code
38,milvus-io/milvus,2026-05-31,2026,2019-09-16,traditional,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,d8de464ff6ac9cca79e2688597c09f07c763bed5,2026-05-30T09:38:14Z,,,not_applicable_targeted_scan,2,0,3,yes,yes,claude_code|cross_agent,claude_code|cursor|roo_code
38,milvus-io/milvus,2026-08-29,2026,2019-09-16,traditional,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,7d7ba8f2a6058ae9043c7679259ca6cb0a13dcb4,2026-08-28T10:03:27Z,,,not_applicable_targeted_scan,2,0,3,yes,yes,claude_code|cross_agent,claude_code|cursor|roo_code
39,earendil-works/pi,2026-05-31,2026,2025-08-09,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,f429ddbffd24dcd3a25212d8d16c7d074b5651dd,2026-05-31T22:39:48Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,claude_code
39,earendil-works/pi,2026-08-29,2026,2025-08-09,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,6c87d9a026677b601e8278030dcf1ad97fe0bd86,2026-08-28T14:49:44Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,claude_code
40,NVIDIA/cudf,2026-05-31,2026,2017-05-07,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ebb9da4fe7a5d414b2bf6788bb7c4ff98676e501,2026-05-30T02:56:14Z,,,not_applicable_targeted_scan,0,1,0,no,yes,cross_agent,
40,NVIDIA/cudf,2026-08-29,2026,2017-05-07,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,c0ee30b5aa160d3ef771410e9ba4caa6e46fda6e,2026-08-28T16:51:23Z,,,not_applicable_targeted_scan,0,1,0,no,yes,cross_agent,
41,triton-lang/triton,2026-05-31,2026,2014-08-30,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e3b5495253313e42ad074906ea8e2063b70dcc69,2026-05-31T23:55:56Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,cursor
41,triton-lang/triton,2026-08-29,2026,2014-08-30,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,4044be4dbad47f9d1eef0af2677b09c62feef666,2026-08-28T16:46:38Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,cursor
42,zeroclaw-labs/zeroclaw,2026-05-31,2026,2026-02-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,0690456f90fafc2271dde45f565c69ad683138de,2026-05-31T12:16:53Z,,,not_applicable_targeted_scan,2,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
42,zeroclaw-labs/zeroclaw,2026-08-29,2026,2026-02-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,47e9a2a0a16bb3cbf0486b4addc34e5f86b129d4,2026-08-28T16:24:00Z,,,not_applicable_targeted_scan,2,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
43,docling-project/docling,2026-05-31,2026,2024-07-09,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,11a1bb5d03f1e19e6ae207c48afc1f044b4cfc96,2026-05-28T14:01:21Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|codex|cross_agent,roo_code
43,docling-project/docling,2026-08-29,2026,2024-07-09,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,d2283addd8b20d8f27dcf8e5f97b958165cbe7ca,2026-08-28T15:20:10Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|codex|cross_agent,roo_code
44,datahub-project/datahub,2026-05-31,2026,2015-11-18,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,352b3f613ae2b23ac700887bdfbc13f6437230a1,2026-05-29T21:48:29Z,,,not_applicable_targeted_scan,3,2,1,yes,yes,claude_code|codex|cursor,claude_code
44,datahub-project/datahub,2026-08-29,2026,2015-11-18,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,46164168a7400587978f08fc72e93ee89ff8b8fb,2026-08-28T12:04:34Z,,,not_applicable_targeted_scan,3,2,1,yes,yes,claude_code|codex|cursor,claude_code
45,lobehub/lobehub,2026-05-31,2026,2023-05-21,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,canary,4d840e90715f8048f8f4c609dd265fbea3bdb34c,2026-05-31T17:49:04Z,,,not_applicable_targeted_scan,3,4,2,yes,yes,claude_code|codex|cross_agent|cursor|gemini,claude_code|windsurf
