sample_rank,repo_name,item_type,number,timeline_events,timeline_comment_events,timeline_review_events,timeline_commit_events,timeline_endpoint_status,review_events,review_endpoint_status,commit_events,commit_endpoint_status,timeline_pages,review_pages,commit_pages,scan_status,error
3,pytorch/pytorch,pull_request,158086,27,3,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,153393,13,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,152576,51,3,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,156531,87,3,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,158959,5,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,154621,48,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,160689,64,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,157847,23,4,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,156047,45,12,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,159678,137,7,1,14,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,156779,9,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,152894,108,5,4,11,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,161429,70,6,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,155210,51,12,1,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,156506,32,9,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,186309,129,8,2,1,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,187038,140,23,9,12,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,194967,43,12,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,191514,218,4,4,42,ok,0,not_collected,0,not_collected,3,0,0,ok,
3,pytorch/pytorch,issue,193691,18,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,192824,115,4,3,3,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,194145,26,5,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,193391,35,6,3,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,186594,33,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,190965,103,6,1,1,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,195085,34,9,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,182449,137,12,1,3,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,192097,33,4,3,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,184953,85,9,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,182986,213,42,9,1,ok,0,not_collected,0,not_collected,3,0,0,ok,
3,pytorch/pytorch,pull_request,185399,21,6,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,186657,181,3,2,34,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,190827,146,3,1,1,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,188424,33,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,183552,100,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,191488,29,8,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,188311,114,18,3,17,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,192506,63,1,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,186012,35,2,13,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,187073,162,5,0,0,ok,0,not_collected,0,not_collected,2,0,0,ok,
3,pytorch/pytorch,pull_request,188183,10,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,issue,190046,18,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,182687,21,2,0,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,187668,11,4,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
3,pytorch/pytorch,pull_request,190312,127,9,1,5,ok,0,not_collected,0,not_collected,2,0,0,ok,
7,vllm-project/vllm,pull_request,7288,30,4,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,5706,17,4,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6045,16,4,0,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,6084,2,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7003,25,9,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6846,32,5,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,4778,4,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7283,14,8,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,5204,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,5436,58,17,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,4511,24,6,5,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7144,7,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7785,26,14,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6303,15,1,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6839,33,1,0,25,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7303,10,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,5139,6,3,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6850,26,4,1,13,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6688,24,4,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,5834,16,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7859,14,7,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,7055,18,1,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6326,13,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,7520,28,5,2,9,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,5257,98,0,0,96,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,5774,19,6,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,4520,11,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,6508,48,10,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,6113,28,0,7,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,7465,5,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,18915,16,1,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,17587,17,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,22110,8,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,22992,101,17,0,0,ok,0,not_collected,0,not_collected,2,0,0,ok,
7,vllm-project/vllm,pull_request,19296,21,1,3,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,20965,3,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,19552,22,8,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,23739,21,10,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17574,39,4,3,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,18672,16,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,18475,28,3,1,11,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,22524,46,1,2,7,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,22281,45,5,4,9,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17805,32,1,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,20419,113,13,7,27,ok,0,not_collected,0,not_collected,2,0,0,ok,
7,vllm-project/vllm,pull_request,20897,6,1,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,18692,14,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17750,21,2,0,11,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,21936,7,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,22139,23,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,18593,38,1,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17686,68,4,1,46,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17820,41,6,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,19585,18,11,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,19210,11,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,21501,34,1,4,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,21033,58,6,8,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,22237,17,3,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,17974,25,9,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,19454,22,3,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,43643,11,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,43581,35,2,2,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,42459,18,2,3,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,52869,9,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,49380,18,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,50982,21,2,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,50022,18,3,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,51508,55,3,1,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,46978,41,5,2,9,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,44172,45,9,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,44574,37,1,3,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,52927,19,3,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,45519,11,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,43437,17,0,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,53012,9,2,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,51855,81,8,5,15,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,45950,26,2,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,53331,315,4,0,250,ok,0,not_collected,0,not_collected,4,0,0,ok,
7,vllm-project/vllm,pull_request,48143,89,2,3,6,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,50729,58,15,3,8,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,44997,7,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,49818,51,5,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,44797,14,4,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,53958,7,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,43425,9,1,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,43247,49,8,4,5,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,54290,6,1,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,48969,61,11,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,issue,49699,16,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
7,vllm-project/vllm,pull_request,49297,28,0,3,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2663,7,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,2766,9,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1830,16,0,1,10,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1198,1,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1563,7,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,2814,3,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1808,19,3,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2046,24,6,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,787,10,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1501,4,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,2057,59,29,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2749,9,0,1,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2477,16,1,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2596,21,1,4,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1882,7,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1926,9,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1128,5,0,0,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1019,4,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,958,7,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2571,15,1,2,2,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1688,8,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,2480,27,11,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1185,5,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2633,20,3,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2043,9,0,2,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,1120,5,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2413,7,1,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,2482,2,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,1927,9,2,1,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,2481,150,1,0,146,ok,0,not_collected,0,not_collected,2,0,0,ok,
10,openai/codex,pull_request,26286,33,4,3,11,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,22198,18,0,2,4,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,38763,11,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,29161,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,34574,5,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,33650,8,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,35868,9,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,26187,9,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,28653,43,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,23686,28,11,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,27909,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,31831,97,31,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,34865,10,5,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,40961,7,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,32670,7,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,28122,37,0,7,13,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,22881,4,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,39433,6,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,30676,20,0,1,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,41276,5,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,31873,32,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,27576,9,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,36062,4,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,23023,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,39889,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,22886,8,0,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,29026,26,2,1,3,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,pull_request,35670,6,0,0,1,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,39850,35,11,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
10,openai/codex,issue,29868,19,5,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,6743,6,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,2698,17,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,3031,26,10,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,1527,13,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,2100,9,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,6054,10,4,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,1369,15,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,5681,14,6,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,2412,21,7,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,6719,6,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,3251,16,7,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,5041,18,5,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,1269,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,4581,22,7,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,2454,13,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,6318,16,3,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,4089,4,1,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
16,anthropics/claude-code,issue,6404,8,2,0,0,ok,0,not_collected,0,not_collected,1,0,0,ok,
