sample_rank,repo_name,snapshot_date,year,created_at,llm_native_manual,collaboration_niche,agent_proximity,history_available,scan_status,error,default_branch,commit_sha,commit_date,tree_sha,tree_entries,tree_truncated,active_instruction_count,active_config_count,residual_mention_count,has_active_instruction,has_any_active_marker,distinct_active_tools,distinct_residual_tools
11,ollama/ollama,2026-05-31,2026,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e7766a4a472ff100e589fb35fd2ed8a64be69d05,2026-05-31T21:11:07Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
11,ollama/ollama,2026-08-31,2026,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e37a00a8fa94fca07cefd544bffc9d8997ebcd44,2026-08-31T15:59:55Z,,,not_applicable_targeted_scan,2,0,0,yes,yes,claude_code|cross_agent,
12,langchain-ai/deepagents,2026-05-31,2026,2025-07-27,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,1906af985906369b6ab5bfbee039c9dabc1dd840,2026-05-30T13:50:03Z,,,not_applicable_targeted_scan,1,0,2,yes,yes,cross_agent,claude_code|cursor
12,langchain-ai/deepagents,2026-08-31,2026,2025-07-27,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,09b2e53617968a06c2b4ee6d821fca71a1d94d49,2026-08-31T20:09:26Z,,,not_applicable_targeted_scan,1,1,2,yes,yes,cross_agent,claude_code|cursor
13,anomalyco/opencode,2026-05-31,2026,2025-04-30,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,dev,c57379833e3f25967c03653482fc3131b3068c04,2026-05-31T19:20:55Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,codex
13,anomalyco/opencode,2026-08-31,2026,2025-04-30,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,dev,04284921ac8f657555b5a182f5ff055f471543e4,2026-08-31T17:33:52Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,codex
14,flashinfer-ai/flashinfer,2026-05-31,2026,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,fc12ef21d9eddcd9a7b1a4a8024fb3e81fda804d,2026-05-30T04:43:58Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent,cursor
14,flashinfer-ai/flashinfer,2026-08-31,2026,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,f7d4b167f76c8db9404461ddbaa87cc184696226,2026-08-31T23:56:45Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent,cursor
15,NVIDIA/TensorRT-LLM,2026-05-31,2026,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,54259ed5d2322cd6086fbd878bc0ab0f3edbf5f0,2026-05-31T23:07:00Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|codex|cross_agent,claude_code|cursor|roo_code
15,NVIDIA/TensorRT-LLM,2026-08-31,2026,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,6e6f506077cb73818e608c8e00f513e1d5523b32,2026-08-31T22:13:52Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|codex|cross_agent,claude_code|cursor|roo_code
16,anthropics/claude-code,2026-05-31,2026,2025-02-22,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,8bae02d5319c619f84f51476188e5b28b2e5816b,2026-05-31T19:42:42Z,,,not_applicable_targeted_scan,0,1,0,no,yes,claude_code,
16,anthropics/claude-code,2026-08-31,2026,2025-02-22,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,f275fa282e76c5e5456912268f2c367a7f4f4797,2026-08-31T19:46:49Z,,,not_applicable_targeted_scan,0,1,0,no,yes,claude_code,
17,jax-ml/jax,2026-05-31,2026,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,58d4bf8194fbe2efe7da845cf5192d7e70f58de2,2026-05-31T08:05:56Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
17,jax-ml/jax,2026-08-31,2026,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,73535a98d32de5c6f83d61c941290be9b3b81117,2026-08-31T23:04:49Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
18,ai-dynamo/dynamo,2026-05-31,2026,2025-03-03,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,8ea44f3ab09dbe28a18fbc7d79bf562d36af2c8b,2026-05-31T06:23:18Z,,,not_applicable_targeted_scan,0,2,2,no,yes,claude_code|cross_agent,claude_code|cursor
18,ai-dynamo/dynamo,2026-08-31,2026,2025-03-03,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,54231df4c1137d54236bf770171e7fdb2f5c4480,2026-08-31T23:54:50Z,,,not_applicable_targeted_scan,2,3,4,yes,yes,claude_code|codex|cross_agent,claude_code|codex|cursor|roo_code
19,apache/airflow,2026-05-31,2026,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,fc892d7ccb28faac67dc296e287b8b22db039b7e,2026-05-31T21:29:55Z,,,not_applicable_targeted_scan,3,1,3,yes,yes,claude_code|cross_agent|github_copilot,claude_code|cursor|roo_code
19,apache/airflow,2026-08-31,2026,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,c951918e0f5ceace7d4683440f2adf5344977eac,2026-08-31T21:07:06Z,,,not_applicable_targeted_scan,3,2,3,yes,yes,claude_code|codex|cross_agent|github_copilot,claude_code|cursor|roo_code
20,BerriAI/litellm,2026-05-31,2026,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,5be0797d24a2f26eb2123e13788f90055a59d91d,2026-05-31T03:56:58Z,,,not_applicable_targeted_scan,3,0,2,yes,yes,claude_code|cross_agent|gemini,claude_code|cursor
20,BerriAI/litellm,2026-08-31,2026,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,99703a30f06dde3e3fbd6283ff388fcaa29eb6b7,2026-08-31T23:54:41Z,,,not_applicable_targeted_scan,3,0,2,yes,yes,claude_code|cross_agent|gemini,claude_code|cursor
21,ggml-org/llama.cpp,2026-05-31,2026,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,6f165c1c64f77024686dc969c3de6f030f274add,2026-05-31T21:21:08Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
21,ggml-org/llama.cpp,2026-08-31,2026,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,458681e1d5d4a29a1463c4732e03226cf384b997,2026-08-31T21:47:27Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
22,n8n-io/n8n,2026-05-31,2026,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,ec83a0a944f7dca2f47c0b0725905ffc7e4b6629,2026-05-31T21:44:50Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|cursor
22,n8n-io/n8n,2026-08-31,2026,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,7700b7630d9d2391867c812bd762b5c93d3fb56d,2026-08-31T20:13:54Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|cursor
23,ray-project/ray,2026-05-31,2026,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,589ed6a5630f364381808158c4a8c6f3950513a3,2026-05-31T22:06:13Z,,,not_applicable_targeted_scan,0,2,1,no,yes,claude_code|gemini,claude_code
23,ray-project/ray,2026-08-31,2026,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,07f1204b8cb07e8c39271594857074326347693c,2026-08-31T23:21:07Z,,,not_applicable_targeted_scan,1,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
24,apache/spark,2026-05-31,2026,2014-02-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,c53fd863ccee00f77f5d3b3b40b80c26664bfec5,2026-05-31T22:26:10Z,,,not_applicable_targeted_scan,2,0,1,yes,yes,claude_code|cross_agent,claude_code
24,apache/spark,2026-08-31,2026,2014-02-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,992b0905fa72d1d393936ff827e9c26514013964,2026-08-31T23:26:39Z,,,not_applicable_targeted_scan,2,0,1,yes,yes,claude_code|cross_agent,claude_code
25,coder/coder,2026-05-31,2026,2021-12-22,mixed,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,9c111a2be2ed87490083a1224e86f04cb7bcc6ba,2026-05-31T13:36:05Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|cursor,claude_code|roo_code
25,coder/coder,2026-08-31,2026,2021-12-22,mixed,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,dd1aa889145b3419b41c0424995a8f5518a39a74,2026-08-31T23:50:12Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|cursor,claude_code|roo_code
26,vercel/ai,2026-05-31,2026,2023-05-23,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,ab6d66482d31afe15f4973a51c5f7cfa09c92ea6,2026-05-30T00:54:18Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
26,vercel/ai,2026-08-31,2026,2023-05-23,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,8b6b756a2e2cbe6b8665cf3c0a28e2d524dbf9b0,2026-08-31T23:21:46Z,,,not_applicable_targeted_scan,2,4,0,yes,yes,claude_code|codex|cross_agent|cursor,
27,mastra-ai/mastra,2026-05-31,2026,2024-08-06,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,7fef31c0d2a6d362a43a647a8a4f6ab893758a23,2026-05-31T22:12:32Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
27,mastra-ai/mastra,2026-08-31,2026,2024-08-06,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,7fcd026818bed1fc886cdb712a9e0deeebcf886a,2026-08-31T23:47:42Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|cursor,claude_code
28,vllm-project/vllm-omni,2026-05-31,2026,2025-09-11,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,d4c139508fc490f856d8c22367cb85902caffb90,2026-05-31T17:51:24Z,,,not_applicable_targeted_scan,0,1,3,no,yes,claude_code,claude_code|codex|cursor
28,vllm-project/vllm-omni,2026-08-31,2026,2025-09-11,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,eb11446b7f2e30ca582f8aff3afe12e9a2e66f6c,2026-08-31T15:27:13Z,,,not_applicable_targeted_scan,0,1,3,no,yes,claude_code,claude_code|codex|cursor
29,QwenLM/qwen-code,2026-05-31,2026,2025-06-26,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,1c48e4121b96116cd1117f052989debce5bf0f3a,2026-05-31T10:03:05Z,,,not_applicable_targeted_scan,1,0,5,yes,yes,cross_agent,claude_code|codex|cursor|gemini|roo_code
29,QwenLM/qwen-code,2026-08-31,2026,2025-06-26,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,a8e0d293fb0a80d790175789ea0fffefec506508,2026-08-31T23:48:13Z,,,not_applicable_targeted_scan,2,0,5,yes,yes,claude_code|cross_agent,claude_code|codex|cursor|gemini|roo_code
30,langgenius/dify,2026-05-31,2026,2023-04-12,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,df6b5be50ab1b26ce627ea9c1095bd8dbed22340,2026-05-31T15:08:59Z,,,not_applicable_targeted_scan,2,4,2,yes,yes,claude_code|codex|cross_agent|gemini,claude_code|roo_code
30,langgenius/dify,2026-08-31,2026,2023-04-12,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,57144b0094b083815824295a41bcdef7a43c181c,2026-08-31T13:37:22Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|roo_code
31,warpdotdev/warp,2026-05-31,2026,2021-07-08,mixed,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,a44b703060673b85d2641c051c53e4b6b1b00cc4,2026-05-31T17:30:36Z,,,not_applicable_targeted_scan,0,2,1,no,yes,claude_code|cross_agent,claude_code
31,warpdotdev/warp,2026-08-31,2026,2021-07-08,mixed,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,6fac731c4bbfbec44a2ca42c52a1618d8ee87871,2026-08-31T17:07:54Z,,,not_applicable_targeted_scan,1,2,1,yes,yes,claude_code|cross_agent,claude_code
32,paperclipai/paperclip,2026-05-31,2026,2026-03-02,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,master,7eb44d002022e1ff7692210de7e42703afa85390,2026-05-31T18:22:39Z,,,not_applicable_targeted_scan,1,2,2,yes,yes,claude_code|codex|cross_agent,claude_code|cursor
32,paperclipai/paperclip,2026-08-31,2026,2026-03-02,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,master,9f9a950d05835e725ff50120a7c826f0606f3fe7,2026-08-31T22:18:13Z,,,not_applicable_targeted_scan,1,3,2,yes,yes,claude_code|codex|cross_agent,claude_code|cursor
33,vllm-project/vllm-ascend,2026-05-31,2026,2025-01-29,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e7840445b7d4f605af4bc2e4c661936e06529c05,2026-05-31T06:39:29Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|gemini,claude_code
33,vllm-project/vllm-ascend,2026-08-31,2026,2025-01-29,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,218644dc9b2158c1518cfd899c1860e1c2d8146e,2026-08-31T13:10:56Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|cross_agent|gemini,claude_code
34,open-metadata/OpenMetadata,2026-05-31,2026,2021-08-01,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,21865a330189444aacb2608dd7d35c28f3947a69,2026-05-30T18:21:20Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|codex|cross_agent|github_copilot,claude_code|cursor
34,open-metadata/OpenMetadata,2026-08-31,2026,2021-08-01,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,49f4a79bf38073a4fbd44a8a2fed09fc880cd2a9,2026-08-31T19:26:58Z,,,not_applicable_targeted_scan,3,2,2,yes,yes,claude_code|cross_agent|github_copilot,claude_code|cursor
35,microsoft/onnxruntime,2026-05-31,2026,2018-11-10,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,13af65970aaa6a0b9ac71106da07376fef24aa56,2026-05-31T17:57:19Z,,,not_applicable_targeted_scan,1,1,1,yes,yes,cross_agent,roo_code
35,microsoft/onnxruntime,2026-08-31,2026,2018-11-10,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,c1f82333d479d555703e67adc97bbbe95fffdea7,2026-08-31T23:28:57Z,,,not_applicable_targeted_scan,3,0,1,yes,yes,cross_agent|github_copilot,roo_code
36,CherryHQ/cherry-studio,2026-05-31,2026,2024-05-24,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,ef6e5e0df26a102e608aa0a74274e47bf33bd254,2026-05-31T15:12:06Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|cross_agent,claude_code|cursor|gemini
36,CherryHQ/cherry-studio,2026-08-31,2026,2024-05-24,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,35c3db176ece1cd2fa1de065d5d25ba5d7cc15a5,2026-08-31T11:54:56Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|cross_agent,claude_code|cursor|gemini
37,pingdotgg/t3code,2026-05-31,2026,2026-02-08,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,b3e8c0334b25238e2b55868a87bd6270e234b7de,2026-05-30T00:00:54Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|codex|cursor,roo_code
37,pingdotgg/t3code,2026-08-31,2026,2026-02-08,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,0df043fd4eaa190eb491a3060836156eb0ae915e,2026-08-31T23:58:56Z,,,not_applicable_targeted_scan,3,4,1,yes,yes,claude_code|codex|cross_agent|cursor,roo_code
38,milvus-io/milvus,2026-05-31,2026,2019-09-16,traditional,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,d8de464ff6ac9cca79e2688597c09f07c763bed5,2026-05-30T09:38:14Z,,,not_applicable_targeted_scan,2,0,3,yes,yes,claude_code|cross_agent,claude_code|cursor|roo_code
38,milvus-io/milvus,2026-08-31,2026,2019-09-16,traditional,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,d4a2f1699145ac566a336f8c12e6b568b6eca97b,2026-08-31T23:05:24Z,,,not_applicable_targeted_scan,2,0,3,yes,yes,claude_code|cross_agent,claude_code|cursor|roo_code
39,earendil-works/pi,2026-05-31,2026,2025-08-09,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,f429ddbffd24dcd3a25212d8d16c7d074b5651dd,2026-05-31T22:39:48Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,claude_code
39,earendil-works/pi,2026-08-31,2026,2025-08-09,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,853a80d26c90a14c1886f0ebb8ffaae133ca2185,2026-08-28T21:56:06Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,claude_code
40,NVIDIA/cudf,2026-05-31,2026,2017-05-07,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ebb9da4fe7a5d414b2bf6788bb7c4ff98676e501,2026-05-30T02:56:14Z,,,not_applicable_targeted_scan,0,1,0,no,yes,cross_agent,
40,NVIDIA/cudf,2026-08-31,2026,2017-05-07,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e3fd258fa44bbd7723f43a6f9ad24ad27942ef8f,2026-08-31T23:25:14Z,,,not_applicable_targeted_scan,0,1,0,no,yes,cross_agent,
41,triton-lang/triton,2026-05-31,2026,2014-08-30,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e3b5495253313e42ad074906ea8e2063b70dcc69,2026-05-31T23:55:56Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,cursor
41,triton-lang/triton,2026-08-31,2026,2014-08-30,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,801136e0e90fbd0ace918963b48da64a13554d8e,2026-08-31T21:23:37Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,cursor
42,zeroclaw-labs/zeroclaw,2026-05-31,2026,2026-02-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,0690456f90fafc2271dde45f565c69ad683138de,2026-05-31T12:16:53Z,,,not_applicable_targeted_scan,2,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
42,zeroclaw-labs/zeroclaw,2026-08-31,2026,2026-02-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,master,4b73b37512acaa582f4414bdab0d7f47a7dcb6a5,2026-08-31T13:54:39Z,,,not_applicable_targeted_scan,2,2,1,yes,yes,claude_code|cross_agent|gemini,claude_code
43,docling-project/docling,2026-05-31,2026,2024-07-09,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,11a1bb5d03f1e19e6ae207c48afc1f044b4cfc96,2026-05-28T14:01:21Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|codex|cross_agent,roo_code
43,docling-project/docling,2026-08-31,2026,2024-07-09,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,3abb87a7a05ce60264399ab45047304e81bda926,2026-08-31T13:40:24Z,,,not_applicable_targeted_scan,2,3,1,yes,yes,claude_code|codex|cross_agent,roo_code
44,datahub-project/datahub,2026-05-31,2026,2015-11-18,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,352b3f613ae2b23ac700887bdfbc13f6437230a1,2026-05-29T21:48:29Z,,,not_applicable_targeted_scan,3,2,1,yes,yes,claude_code|codex|cursor,claude_code
44,datahub-project/datahub,2026-08-31,2026,2015-11-18,mixed,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,8070e4fa2c913b201000cb37ed8ca42006b63bcd,2026-08-31T22:46:04Z,,,not_applicable_targeted_scan,3,2,1,yes,yes,claude_code|codex|cursor,claude_code
45,lobehub/lobehub,2026-05-31,2026,2023-05-21,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,canary,4d840e90715f8048f8f4c609dd265fbea3bdb34c,2026-05-31T17:49:04Z,,,not_applicable_targeted_scan,3,4,2,yes,yes,claude_code|codex|cross_agent|cursor|gemini,claude_code|windsurf
